node,parent,length,phylum
n501,n500,0.1102516298852057,Proteobacteria (N=2474)
n502,n500,0.09976687820728294,Proteobacteria (N=2474)
n503,n502,0.16030145863923914,Proteobacteria (N=2474)
n504,n502,0.08802448947083422,Proteobacteria (N=2474)
n505,n499,0.09102932767440156,Proteobacteria (N=2474)
n506,n505,0.12145714021441677,Proteobacteria (N=2474)
n507,n506,0.14091782543161246,Proteobacteria (N=2474)
n508,n506,0.07560524711373244,Proteobacteria (N=2474)
n509,n508,0.1637861931544827,Proteobacteria (N=2474)
n510,n508,0.15200033839164767,Proteobacteria (N=2474)
n511,n505,0.19764403880535164,Proteobacteria (N=2474)
n512,n511,0.05785439006024652,Proteobacteria (N=2474)
n513,n511,0.09664615211433776,Proteobacteria (N=2474)
n514,n488,0.19256175484879956,Proteobacteria (N=2474)
n515,n514,0.21726800127202847,Proteobacteria (N=2474)
n516,n515,0.1399464885365763,Proteobacteria (N=2474)
n517,n516,0.05488499635868614,Proteobacteria (N=2474)
n518,n516,0.21990965394123257,Proteobacteria (N=2474)
n519,n518,0.09284975124716278,Proteobacteria (N=2474)
n520,n518,0.17907211687544825,Proteobacteria (N=2474)
n521,n520,0.1717952908242004,Proteobacteria (N=2474)
n522,n520,0.09040867028857646,Proteobacteria (N=2474)
n523,n515,0.08608083903269205,Proteobacteria (N=2474)
n524,n523,0.17006839389386882,Proteobacteria (N=2474)
n525,n524,0.1914231729029608,Proteobacteria (N=2474)
n526,n524,0.15549218991617716,Proteobacteria (N=2474)
n527,n523,0.07946152620595097,Proteobacteria (N=2474)
n528,n527,0.1626282682372019,Proteobacteria (N=2474)
n529,n528,0.08511606611990169,Proteobacteria (N=2474)
n530,n528,0.16167594659404078,Proteobacteria (N=2474)
n531,n527,0.08203002173062315,Proteobacteria (N=2474)
n532,n514,0.1028555146402713,Proteobacteria (N=2474)
n533,n532,0.057651197659703536,Proteobacteria (N=2474)
n534,n533,0.20022262407688296,Proteobacteria (N=2474)
n535,n533,0.21330171688179417,Proteobacteria (N=2474)
n536,n532,0.11585582666648363,Proteobacteria (N=2474)
n537,n536,0.15341391072893162,Proteobacteria (N=2474)
n538,n537,0.07591612764620025,Proteobacteria (N=2474)
n539,n537,0.09345105263671073,Proteobacteria (N=2474)
n540,n536,0.0529484041313499,Proteobacteria (N=2474)
n541,n487,0.18413515138811787,Proteobacteria (N=2474)
n542,n541,0.1426891234009587,Proteobacteria (N=2474)
n543,n542,0.19079250732457181,Proteobacteria (N=2474)
n544,n543,0.10830617419594066,Proteobacteria (N=2474)
n545,n544,0.11442501646981787,Proteobacteria (N=2474)
n546,n544,0.06197480508674382,Proteobacteria (N=2474)
n547,n543,0.17189779748220377,Proteobacteria (N=2474)
n548,n547,0.1385111859985982,Proteobacteria (N=2474)
n549,n547,0.05413027112300975,Proteobacteria (N=2474)
n550,n542,0.14134644841861255,Proteobacteria (N=2474)
n551,n550,0.06588948811209586,Proteobacteria (N=2474)
n552,n551,0.08843201963541654,Proteobacteria (N=2474)
n553,n551,0.061573695292244504,Proteobacteria (N=2474)
n554,n553,0.17024765550745824,Proteobacteria (N=2474)
n555,n553,0.20855095658045922,Proteobacteria (N=2474)
n556,n550,0.19209015211014507,Proteobacteria (N=2474)
n557,n556,0.18175672379793592,Proteobacteria (N=2474)
n558,n557,0.17433016663457523,Proteobacteria (N=2474)
n559,n557,0.1535480250756754,Proteobacteria (N=2474)
n560,n556,0.046743329767303395,Proteobacteria (N=2474)
n561,n541,0.055933957727028666,Proteobacteria (N=2474)
n562,n561,0.19589986269464474,Proteobacteria (N=2474)
n563,n561,0.21104350728491397,Proteobacteria (N=2474)
n564,n563,0.1518630055765067,Proteobacteria (N=2474)
n565,n563,0.11804420306611012,Proteobacteria (N=2474)
n566,n565,0.16298822429184964,Proteobacteria (N=2474)
n567,n565,0.05341021692659625,Proteobacteria (N=2474)
n568,n567,0.060885575259891335,Proteobacteria (N=2474)
n569,n567,0.08178990434816051,Proteobacteria (N=2474)
n570,root,0.06087286652574197,Marinisomatota (N=76)
n571,n570,0.1141873865768441,Marinisomatota (N=76)
n572,n571,0.12079520773659022,Marinisomatota (N=76)
n573,n571,0.1715677546980892,Marinisomatota (N=76)
n574,n570,0.0524023924524948,Marinisomatota (N=76)
n575,n574,0.07064608459477459,Marinisomatota (N=76)
n576,n575,0.16602931960279427,Marinisomatota (N=76)
n577,n575,0.08678010354004564,Marinisomatota (N=76)
n578,n577,0.1404756619088318,Marinisomatota (N=76)
n579,n577,0.196653905532697,Marinisomatota (N=76)
n580,n579,0.17272890596501356,Marinisomatota (N=76)
n581,n579,0.1002048549887813,Marinisomatota (N=76)
n582,n574,0.17297299022214585,Marinisomatota (N=76)
n583,n582,0.11147832936745777,Marinisomatota (N=76)
n584,n582,0.05071723467967676,Marinisomatota (N=76)
n585,root,0.16118297137559448,Desulfobacterota (N=78)
n586,n585,0.09280616058742445,Desulfobacterota (N=78)
n587,n586,0.10654162191385375,Desulfobacterota (N=78)
n588,n587,0.10651587383868479,Desulfobacterota (N=78)
n589,n588,0.0436193777283313,Desulfobacterota (N=78)
n590,n588,0.09082977909437223,Desulfobacterota (N=78)
n591,n587,0.0640901464412056,Desulfobacterota (N=78)
n592,n591,0.09524280347279966,Desulfobacterota (N=78)
n593,n592,0.0810350353632117,Desulfobacterota (N=78)
n594,n592,0.19020877790891735,Desulfobacterota (N=78)
n595,n594,0.07657818006680894,Desulfobacterota (N=78)
n596,n594,0.15081618272476444,Desulfobacterota (N=78)
n597,n591,0.20524156583441452,Desulfobacterota (N=78)
n598,n597,0.15406577129615248,Desulfobacterota (N=78)
n599,n597,0.07208452823835379,Desulfobacterota (N=78)
n600,n586,0.1795593837637089,Desulfobacterota (N=78)
n601,n600,0.0693548876673237,Desulfobacterota (N=78)
n602,n601,0.15254773130757981,Desulfobacterota (N=78)
n603,n601,0.20696349723147742,Desulfobacterota (N=78)
n604,n603,0.1328491059550247,Desulfobacterota (N=78)
n605,n604,0.14356089842148365,Desulfobacterota (N=78)
n606,n604,0.12762676462804565,Desulfobacterota (N=78)
n607,n603,0.1575825850952618,Desulfobacterota (N=78)
n608,n600,0.15714843219229313,Desulfobacterota (N=78)
n609,n608,0.18147549770750254,Desulfobacterota (N=78)
n610,n608,0.05865069339602258,Desulfobacterota (N=78)
n611,n610,0.04223708779578261,Desulfobacterota (N=78)
n612,n610,0.19613943863696862,Desulfobacterota (N=78)
n613,n585,0.1688559102772329,Desulfobacterota (N=78)
n614,n613,0.1789912166787137,Desulfobacterota (N=78)
n615,n614,0.1413499021281427,Desulfobacterota (N=78)
n616,n615,0.165445390039935,Desulfobacterota (N=78)
n617,n616,0.10636224105198257,Desulfobacterota (N=78)
n618,n616,0.18751672818974235,Desulfobacterota (N=78)
n619,n615,0.11007026286082529,Desulfobacterota (N=78)
n620,n619,0.06435875773173981,Desulfobacterota (N=78)
n621,n619,0.18167989676397067,Desulfobacterota (N=78)
n622,n614,0.12860923556462175,Desulfobacterota (N=78)
n623,n622,0.04301190810826307,Desulfobacterota (N=78)
n624,n622,0.17722645320955674,Desulfobacterota (N=78)
n625,n613,0.15024033025773895,Desulfobacterota (N=78)
n626,n625,0.19944116682721585,Desulfobacterota (N=78)
n627,n625,0.05314977979839329,Desulfobacterota (N=78)
n628,n627,0.101428070506105,Desulfobacterota (N=78)
n629,n628,0.0754816608755243,Desulfobacterota (N=78)
n630,n628,0.1837340338800256,Desulfobacterota (N=78)
n631,n627,0.20993382834893307,Desulfobacterota (N=78)
n632,root,0.21887434477424156,Bacteroidota (N=822)
n633,n632,0.17967536005978044,Bacteroidota (N=822)
n634,n633,0.06748028192981737,Bacteroidota (N=822)
n635,n634,0.1484961480026474,Bacteroidota (N=822)
n636,n635,0.12912830648399332,Bacteroidota (N=822)
n637,n636,0.1521508539871072,Bacteroidota (N=822)
n638,n637,0.11709629002653531,Bacteroidota (N=822)
n639,n637,0.07960464727999746,Bacteroidota (N=822)
n640,n639,0.07481691227243695,Bacteroidota (N=822)
n641,n640,0.2060068470651678,Bacteroidota (N=822)
n642,n640,0.16654102260567777,Bacteroidota (N=822)
n643,n639,0.14298615844989476,Bacteroidota (N=822)
n644,n636,0.045966070551267044,Bacteroidota (N=822)
n645,n644,0.17719428743561869,Bacteroidota (N=822)
n646,n644,0.20368657528590206,Bacteroidota (N=822)
n647,n635,0.04193019162999149,Bacteroidota (N=822)
n648,n647,0.18374064868220097,Bacteroidota (N=822)
n649,n647,0.04810354829749743,Bacteroidota (N=822)
n650,n649,0.11368760684959511,Bacteroidota (N=822)
n651,n649,0.04212374289289826,Bacteroidota (N=822)
n652,n634,0.20566997306248494,Bacteroidota (N=822)
n653,n652,0.1856856434209143,Bacteroidota (N=822)
n654,n653,0.14517512534587912,Bacteroidota (N=822)
n655,n654,0.1329335783234349,Bacteroidota (N=822)
n656,n655,0.15974080665666573,Bacteroidota (N=822)
n657,n655,0.11244280865038135,Bacteroidota (N=822)
n658,n654,0.1545601680175931,Bacteroidota (N=822)
n659,n658,0.1490039604581812,Bacteroidota (N=822)
n660,n658,0.07378036332395939,Bacteroidota (N=822)
n661,n653,0.1370790054609732,Bacteroidota (N=822)
n662,n661,0.11536512413646326,Bacteroidota (N=822)
n663,n662,0.09260939486469247,Bacteroidota (N=822)
n664,n662,0.15298395730396538,Bacteroidota (N=822)
n665,n664,0.08627539361412799,Bacteroidota (N=822)
n666,n664,0.14127442912164884,Bacteroidota (N=822)
n667,n661,0.10947856176580832,Bacteroidota (N=822)
n668,n667,0.11219041536041914,Bacteroidota (N=822)
n669,n667,0.21149271009091172,Bacteroidota (N=822)
n670,n669,0.19480664209986004,Bacteroidota (N=822)
n671,n669,0.17023863540437079,Bacteroidota (N=822)
n672,n652,0.1807746229894926,Bacteroidota (N=822)
n673,n672,0.1147547414182367,Bacteroidota (N=822)
n674,n673,0.18279738055857098,Bacteroidota (N=822)
n675,n673,0.10355567477468075,Bacteroidota (N=822)
n676,n675,0.11885260174412333,Bacteroidota (N=822)
n677,n675,0.08189262155989781,Bacteroidota (N=822)
n678,n672,0.06411508607858557,Bacteroidota (N=822)
n679,n678,0.08343454968994973,Bacteroidota (N=822)
n680,n678,0.13674527479101362,Bacteroidota (N=822)
n681,n633,0.12135286426129335,Bacteroidota (N=822)
n682,n681,0.10463073602438774,Bacteroidota (N=822)
n683,n682,0.18816857137713855,Bacteroidota (N=822)
n684,n683,0.09054480286709687,Bacteroidota (N=822)
n685,n684,0.2033595852291515,Bacteroidota (N=822)
n686,n685,0.2106611850056461,Bacteroidota (N=822)
n687,n685,0.06759627548314251,Bacteroidota (N=822)
n688,n684,0.18866760755278456,Bacteroidota (N=822)
n689,n688,0.07693099372952877,Bacteroidota (N=822)
n690,n688,0.0909680690853176,Bacteroidota (N=822)
n691,n683,0.11096903344518683,Bacteroidota (N=822)
n692,n691,0.05448733909667608,Bacteroidota (N=822)
n693,n691,0.12219682879426855,Bacteroidota (N=822)
n694,n682,0.10691162898720656,Bacteroidota (N=822)
n695,n694,0.1442437561238994,Bacteroidota (N=822)
n696,n694,0.09306860123302568,Bacteroidota (N=822)
n697,n696,0.04042651139846617,Bacteroidota (N=822)
n698,n696,0.09271492688134347,Bacteroidota (N=822)
n699,n681,0.10074480832491485,Bacteroidota (N=822)
n700,n699,0.12502135939052575,Bacteroidota (N=822)
n701,n700,0.18079442260581605,Bacteroidota (N=822)
n702,n700,0.1782674850364393,Bacteroidota (N=822)
n703,n702,0.0597651617866597,Bacteroidota (N=822)
n704,n703,0.20238541145100813,Bacteroidota (N=822)
n705,n703,0.19889761915392543,Bacteroidota (N=822)
n706,n702,0.06415943349202421,Bacteroidota (N=822)
n707,n706,0.13324108897258177,Bacteroidota (N=822)
n708,n706,0.19961674690359044,Bacteroidota (N=822)
n709,n699,0.17786374167740185,Bacteroidota (N=822)
n710,n709,0.11659574756861933,Bacteroidota (N=822)
n711,n710,0.15052426760487297,Bacteroidota (N=822)
n712,n710,0.11278347128115176,Bacteroidota (N=822)
n713,n712,0.15555968135774634,Bacteroidota (N=822)
n714,n713,0.06064107497931966,Bacteroidota (N=822)
n715,n713,0.15454336022646664,Bacteroidota (N=822)
n716,n712,0.12271712512835227,Bacteroidota (N=822)
n717,n709,0.17535949619697633,Bacteroidota (N=822)
n718,n717,0.17993379845983493,Bacteroidota (N=822)
n719,n717,0.1755201296554509,Bacteroidota (N=822)
n720,n632,0.04158159800996909,Bacteroidota (N=822)
n721,n720,0.21705619449898103,Bacteroidota (N=822)
n722,n721,0.06403669869890123,Bacteroidota (N=822)
n723,n722,0.15759331957416767,Bacteroidota (N=822)
n724,n723,0.10578623729282587,Bacteroidota (N=822)
n725,n724,0.10979950427158681,Bacteroidota (N=822)
n726,n724,0.12454245417568865,Bacteroidota (N=822)
n727,n726,0.2031256783087617,Bacteroidota (N=822)
n728,n726,0.18379081331555397,Bacteroidota (N=822)
n729,n728,0.10281160882013195,Bacteroidota (N=822)
n730,n728,0.1369640428944603,Bacteroidota (N=822)
n731,n723,0.18482120413537503,Bacteroidota (N=822)
n732,n731,0.2003610857002954,Bacteroidota (N=822)
n733,n732,0.21190382533381794,Bacteroidota (N=822)
n734,n732,0.1995967905389911,Bacteroidota (N=822)
n735,n731,0.16467330787130977,Bacteroidota (N=822)
n736,n722,0.12512758884922448,Bacteroidota (N=822)
n737,n736,0.2068560352249688,Bacteroidota (N=822)
n738,n737,0.21669976127301938,Bacteroidota (N=822)
n739,n737,0.08028615673053209,Bacteroidota (N=822)
n740,n739,0.14477997941011997,Bacteroidota (N=822)
n741,n739,0.10779809604363476,Bacteroidota (N=822)
n742,n736,0.11319249599370003,Bacteroidota (N=822)
n743,n742,0.14603168611411493,Bacteroidota (N=822)
n744,n742,0.21390036815953112,Bacteroidota (N=822)
n745,n744,0.19743711104497583,Bacteroidota (N=822)
n746,n744,0.21071574230006435,Bacteroidota (N=822)
n747,n746,0.13504792277998343,Bacteroidota (N=822)
n748,n746,0.07094488574542987,Bacteroidota (N=822)
n749,n721,0.0830730942314866,Bacteroidota (N=822)
n750,n749,0.20875079222513052,Bacteroidota (N=822)
n751,n750,0.08192782453164439,Bacteroidota (N=822)
n752,n750,0.11300314130516732,Bacteroidota (N=822)
n753,n749,0.1127625333142817,Bacteroidota (N=822)
n754,n753,0.11976150503384753,Bacteroidota (N=822)
n755,n754,0.12910225516444818,Bacteroidota (N=822)
n756,n754,0.11629539546469869,Bacteroidota (N=822)
n757,n753,0.14674216712479846,Bacteroidota (N=822)
n758,n757,0.13520161757474458,Bacteroidota (N=822)
n759,n757,0.14611930367940332,Bacteroidota (N=822)
n760,n759,0.10992438751315088,Bacteroidota (N=822)
n761,n759,0.0753613288601723,Bacteroidota (N=822)
n762,n720,0.04540851031140193,Bacteroidota (N=822)
n763,n762,0.05725205118136758,Bacteroidota (N=822)
n764,n763,0.07167671536947738,Bacteroidota (N=822)
n765,n764,0.1706972201628778,Bacteroidota (N=822)
n766,n765,0.17370717585489764,Bacteroidota (N=822)
n767,n765,0.1177059392864103,Bacteroidota (N=822)
n768,n767,0.07342007085223909,Bacteroidota (N=822)
n769,n767,0.08946602995332698,Bacteroidota (N=822)
n770,n764,0.1898310280590163,Bacteroidota (N=822)
n771,n770,0.12735637577204675,Bacteroidota (N=822)
n772,n770,0.19064521465122575,Bacteroidota (N=822)
n773,n763,0.15491337025915808,Bacteroidota (N=822)
n774,n773,0.06591904667823534,Bacteroidota (N=822)
n775,n774,0.13283063438731826,Bacteroidota (N=822)
n776,n774,0.15696698340427198,Bacteroidota (N=822)
n777,n776,0.09309365541732435,Bacteroidota (N=822)
n778,n776,0.06994351313786454,Bacteroidota (N=822)
n779,n773,0.19038229247607577,Bacteroidota (N=822)
n780,n779,0.20905212445612373,Bacteroidota (N=822)
n781,n779,0.11673374166034252,Bacteroidota (N=822)
n782,n762,0.19619379199344916,Bacteroidota (N=822)
n783,n782,0.14183383715883943,Bacteroidota (N=822)
n784,n783,0.051160939579499534,Bacteroidota (N=822)
n785,n784,0.07785097085330397,Bacteroidota (N=822)
n786,n784,0.11676281524471101,Bacteroidota (N=822)
n787,n786,0.185175329323445,Bacteroidota (N=822)
n788,n787,0.07422666865786536,Bacteroidota (N=822)
n789,n787,0.17937119330710685,Bacteroidota (N=822)
n790,n786,0.05488479225062479,Bacteroidota (N=822)
n791,n790,0.06928181043171598,Bacteroidota (N=822)
n792,n790,0.14229469262787686,Bacteroidota (N=822)
n793,n783,0.2066460252657705,Bacteroidota (N=822)
n794,n793,0.18931320400515625,Bacteroidota (N=822)
n795,n793,0.050059102490729916,Bacteroidota (N=822)
n796,n795,0.11928486457421462,Bacteroidota (N=822)
n797,n795,0.08551609178994295,Bacteroidota (N=822)
n798,n797,0.16884996147083906,Bacteroidota (N=822)
n799,n797,0.1608221784457253,Bacteroidota (N=822)
n800,n782,0.19197253435355546,Bacteroidota (N=822)
n801,n800,0.21102645691176614,Bacteroidota (N=822)
n802,n801,0.0927508286392596,Bacteroidota (N=822)
n803,n802,0.12314511679952672,Bacteroidota (N=822)
n804,n802,0.18439903662510504,Bacteroidota (N=822)
n805,n801,0.1804231102187318,Bacteroidota (N=822)
n806,n800,0.09407751039520514,Bacteroidota (N=822)
n807,n806,0.06349744405672529,Bacteroidota (N=822)
n808,n807,0.04311549544188256,Bacteroidota (N=822)
n809,n807,0.11581935236494847,Bacteroidota (N=822)
n810,n806,0.14820016682974457,Bacteroidota (N=822)
n811,root,0.18609972042223916,Chloroflexota (N=117)
n812,n811,0.19118218795765154,Chloroflexota (N=117)
n813,n812,0.1726098705812302,Chloroflexota (N=117)
n814,n812,0.09375472785763547,Chloroflexota (N=117)
n815,n814,0.09041262490495833,Chloroflexota (N=117)
n816,n814,0.15784980262793288,Chloroflexota (N=117)
n817,n816,0.20909568754692223,Chloroflexota (N=117)
n818,n816,0.17366667781816433,Chloroflexota (N=117)
n819,n811,0.1895140615192249,Chloroflexota (N=117)
n820,n819,0.04105959318336657,Chloroflexota (N=117)
n821,n820,0.10054928212919297,Chloroflexota (N=117)
n822,n820,0.0431331565740101,Chloroflexota (N=117)
n823,n819,0.07980607717578908,Chloroflexota (N=117)
n824,n823,0.1716942995363169,Chloroflexota (N=117)
n825,n824,0.1327971879255311,Chloroflexota (N=117)
n826,n824,0.0831922964149827,Chloroflexota (N=117)
n827,n826,0.07675783929644402,Chloroflexota (N=117)
n828,n826,0.11327988375909336,Chloroflexota (N=117)
n829,n823,0.14082527998371142,Chloroflexota (N=117)
n830,n829,0.0807556597992387,Chloroflexota (N=117)
n831,n829,0.1908725941227085,Chloroflexota (N=117)
n832,n831,0.1466888189751193,Chloroflexota (N=117)
n833,n831,0.218704878167956,Chloroflexota (N=117)
n834,root,0.1434369053184119,Planctomycetota (N=123)
n835,n834,0.2148964083498233,Planctomycetota (N=123)
n836,n835,0.19148532653601308,Planctomycetota (N=123)
n837,n836,0.06191253465068956,Planctomycetota (N=123)
n838,n837,0.16351526542020337,Planctomycetota (N=123)
n839,n838,0.04321430655444712,Planctomycetota (N=123)
n840,n838,0.1375247818818527,Planctomycetota (N=123)
n841,n837,0.047836401028591755,Planctomycetota (N=123)
n842,n836,0.08474872315876086,Planctomycetota (N=123)
n843,n842,0.16185213761892644,Planctomycetota (N=123)
n844,n842,0.17298829257580534,Planctomycetota (N=123)
n845,n844,0.15258328787052247,Planctomycetota (N=123)
n846,n844,0.09625681471734644,Planctomycetota (N=123)
n847,n835,0.1679068494105259,Planctomycetota (N=123)
n848,n847,0.07660604164102765,Planctomycetota (N=123)
n849,n848,0.09904903721692859,Planctomycetota (N=123)
n850,n848,0.0721092518343599,Planctomycetota (N=123)
n851,n850,0.18762504771018346,Planctomycetota (N=123)
n852,n850,0.09956963226392578,Planctomycetota (N=123)
n853,n847,0.2081880946374724,Planctomycetota (N=123)
n854,n853,0.11521733973619423,Planctomycetota (N=123)
n855,n854,0.07054072285813148,Planctomycetota (N=123)
n856,n855,0.16575542038261312,Planctomycetota (N=123)
n857,n855,0.17867081790546932,Planctomycetota (N=123)
n858,n854,0.1820804960219581,Planctomycetota (N=123)
n859,n853,0.04520628666193942,Planctomycetota (N=123)
n860,n859,0.10608048586471065,Planctomycetota (N=123)
n861,n860,0.1762993236217463,Planctomycetota (N=123)
n862,n860,0.06257150512375804,Planctomycetota (N=123)
n863,n859,0.08875855413955488,Planctomycetota (N=123)
n864,n834,0.13557755596961804,Planctomycetota (N=123)
n865,n864,0.12705809266509557,Planctomycetota (N=123)
n866,n865,0.08289376826838496,Planctomycetota (N=123)
n867,n865,0.1273002675289541,Planctomycetota (N=123)
n868,n867,0.1480938978889079,Planctomycetota (N=123)
n869,n867,0.045391116892063876,Planctomycetota (N=123)
n870,n864,0.11823896761255447,Planctomycetota (N=123)
n871,n870,0.07275204086918943,Planctomycetota (N=123)
n872,n871,0.16411786590101027,Planctomycetota (N=123)
n873,n872,0.06707364471858235,Planctomycetota (N=123)
n874,n872,0.21177366755202323,Planctomycetota (N=123)
n875,n871,0.1537297670475773,Planctomycetota (N=123)
n876,n875,0.1335833292318998,Planctomycetota (N=123)
n877,n875,0.15933965903012112,Planctomycetota (N=123)
n878,n870,0.1624623877043313,Planctomycetota (N=123)
n879,n878,0.06306315935090728,Planctomycetota (N=123)
n880,n879,0.046213865774495974,Planctomycetota (N=123)
n881,n879,0.12139646264545467,Planctomycetota (N=123)
n882,n878,0.10196409743118126,Planctomycetota (N=123)
n883,root,0.09601833205447922,Firmicutes (N=187)
n884,n883,0.10131855300813948,Firmicutes (N=187)
n885,n884,0.20675916174944683,Firmicutes (N=187)
n886,n885,0.16567415456172074,Firmicutes (N=187)
n887,n886,0.05320290248128908,Firmicutes (N=187)
n888,n886,0.18590863273006125,Firmicutes (N=187)
n889,n885,0.19820920223734131,Firmicutes (N=187)
n890,n889,0.14352475065050654,Firmicutes (N=187)
n891,n890,0.21715514745482326,Firmicutes (N=187)
n892,n890,0.05986427144531276,Firmicutes (N=187)
n893,n889,0.1518254954896497,Firmicutes (N=187)
n894,n893,0.16484675242576077,Firmicutes (N=187)
n895,n893,0.17420625259434944,Firmicutes (N=187)
n896,n884,0.144759719324819,Firmicutes (N=187)
n897,n896,0.2100184141032262,Firmicutes (N=187)
n898,n897,0.07319583960412068,Firmicutes (N=187)
n899,n898,0.19673281126206163,Firmicutes (N=187)
n900,n898,0.1615422656322526,Firmicutes (N=187)
n901,n897,0.10552669927393375,Firmicutes (N=187)
n902,n896,0.15007925918275822,Firmicutes (N=187)
n903,n902,0.13083273210357413,Firmicutes (N=187)
n904,n902,0.1343215025760279,Firmicutes (N=187)
n905,n883,0.2087816376108421,Firmicutes (N=187)
n906,n905,0.1750135188898579,Firmicutes (N=187)
n907,n906,0.16889338125872277,Firmicutes (N=187)
n908,n906,0.21076711188438732,Firmicutes (N=187)
n909,n908,0.13851620560889805,Firmicutes (N=187)
n910,n908,0.1755370146715614,Firmicutes (N=187)
n911,n910,0.21512672359622503,Firmicutes (N=187)
n912,n910,0.06522752939009228,Firmicutes (N=187)
n913,n905,0.10076582055046958,Firmicutes (N=187)
n914,n913,0.1336660007151626,Firmicutes (N=187)
n915,n914,0.12712808925360525,Firmicutes (N=187)
n916,n914,0.048504315864509824,Firmicutes (N=187)
n917,n916,0.11244428643359577,Firmicutes (N=187)
n918,n916,0.2129257288513215,Firmicutes (N=187)
n919,n913,0.11109234572261541,Firmicutes (N=187)
n920,n919,0.05098750349808608,Firmicutes (N=187)
n921,n920,0.13175529879845638,Firmicutes (N=187)
n922,n920,0.11424137656589115,Firmicutes (N=187)
n923,n919,0.14409729139584598,Firmicutes (N=187)
n924,n923,0.20291791035536463,Firmicutes (N=187)
n925,n923,0.08108484677394481,Firmicutes (N=187)
n926,root,0.1303859904480072,Actinobacteriota (N=383)
n927,n926,0.10078413830970634,Actinobacteriota (N=383)
n928,n927,0.13104849175100705,Actinobacteriota (N=383)
n929,n928,0.08151941191106175,Actinobacteriota (N=383)
n930,n929,0.08293436401695202,Actinobacteriota (N=383)
n931,n930,0.09093084048853063,Actinobacteriota (N=383)
n932,n931,0.13313485336797365,Actinobacteriota (N=383)
n933,n931,0.1468863058985644,Actinobacteriota (N=383)
n934,n930,0.18980844132441996,Actinobacteriota (N=383)
n935,n934,0.0878967076838565,Actinobacteriota (N=383)
n936,n934,0.13302281964321702,Actinobacteriota (N=383)
n937,n929,0.19633434229819705,Actinobacteriota (N=383)
n938,n937,0.06077203821405251,Actinobacteriota (N=383)
n939,n938,0.19405830409761782,Actinobacteriota (N=383)
n940,n938,0.1273968387965749,Actinobacteriota (N=383)
n941,n937,0.11592490511473617,Actinobacteriota (N=383)
n942,n941,0.06320547968071108,Actinobacteriota (N=383)
n943,n942,0.06733466654855787,Actinobacteriota (N=383)
n944,n942,0.16675168202518473,Actinobacteriota (N=383)
n945,n941,0.2185236133134681,Actinobacteriota (N=383)
n946,n945,0.06137631644753551,Actinobacteriota (N=383)
n947,n945,0.21891827758587934,Actinobacteriota (N=383)
n948,n928,0.045602373519683576,Actinobacteriota (N=383)
n949,n948,0.07666848416292818,Actinobacteriota (N=383)
n950,n949,0.09353850586360998,Actinobacteriota (N=383)
n951,n949,0.08302106632054049,Actinobacteriota (N=383)
n952,n951,0.19015421880269123,Actinobacteriota (N=383)
n953,n951,0.13134821911891126,Actinobacteriota (N=383)
n954,n948,0.1605989777810066,Actinobacteriota (N=383)
n955,n954,0.0626088291395413,Actinobacteriota (N=383)
n956,n955,0.08368201938449044,Actinobacteriota (N=383)
n957,n955,0.06278157803727868,Actinobacteriota (N=383)
n958,n954,0.17723509350199526,Actinobacteriota (N=383)
n959,n958,0.1288262546535296,Actinobacteriota (N=383)
n960,n958,0.21564061787517466,Actinobacteriota (N=383)
n961,n960,0.07802255149681414,Actinobacteriota (N=383)
n962,n960,0.14165587676665725,Actinobacteriota (N=383)
n963,n927,0.08264236410394979,Actinobacteriota (N=383)
n964,n963,0.15781584289849843,Actinobacteriota (N=383)
n965,n964,0.1774324994106956,Actinobacteriota (N=383)
n966,n965,0.1899299473525325,Actinobacteriota (N=383)
n967,n965,0.21853078113108854,Actinobacteriota (N=383)
n968,n964,0.1121352498533229,Actinobacteriota (N=383)
n969,n968,0.14270487817322072,Actinobacteriota (N=383)
n970,n968,0.0524578552971308,Actinobacteriota (N=383)
n971,n963,0.08219829271710812,Actinobacteriota (N=383)
n972,n971,0.19690583218625607,Actinobacteriota (N=383)
n973,n972,0.21890897774726578,Actinobacteriota (N=383)
n974,n973,0.08367195306202735,Actinobacteriota (N=383)
n975,n974,0.20396834635001762,Actinobacteriota (N=383)
n976,n974,0.20942577527308992,Actinobacteriota (N=383)
n977,n973,0.1017963152057141,Actinobacteriota (N=383)
n978,n972,0.05782336227869344,Actinobacteriota (N=383)
n979,n978,0.16007953351125345,Actinobacteriota (N=383)
n980,n979,0.12812805090279833,Actinobacteriota (N=383)
n981,n979,0.13656735805631967,Actinobacteriota (N=383)
n982,n978,0.06789833472737533,Actinobacteriota (N=383)
n983,n971,0.08760408051774092,Actinobacteriota (N=383)
n984,n983,0.06806450576967324,Actinobacteriota (N=383)
n985,n984,0.20080471052154758,Actinobacteriota (N=383)
n986,n984,0.15674493934397635,Actinobacteriota (N=383)
n987,n983,0.06745830023570644,Actinobacteriota (N=383)
n988,n926,0.06450242196340886,Actinobacteriota (N=383)
n989,n988,0.20996243807079826,Actinobacteriota (N=383)
n990,n989,0.1651609994169849,Actinobacteriota (N=383)
n991,n990,0.14850223350434247,Actinobacteriota (N=383)
n992,n991,0.04968165628822586,Actinobacteriota (N=383)
n993,n991,0.05880517254297632,Actinobacteriota (N=383)
n994,n990,0.09917806877765172,Actinobacteriota (N=383)
