panel,group,x,density
0,16,2.82821,0.0
0,16,2.83208,0.0
0,16,2.83595,0.0
0,16,2.83982,0.0
0,16,2.84369,0.0
0,16,2.84757,0.0
0,16,2.85144,0.0
0,16,2.85531,0.0
0,16,2.85918,0.0
0,16,2.86305,0.0
0,16,2.86692,0.0
0,16,2.8708,0.0
0,16,2.87467,0.0
0,16,2.87854,0.0
0,16,2.88241,0.0
0,16,2.88628,0.0
0,16,2.89015,0.0
0,16,2.89403,0.0
0,16,2.8979,0.0
0,16,2.90177,0.0
0,16,2.90564,0.0
0,16,2.90951,0.0
0,16,2.91338,0.0
0,16,2.91726,0.0
0,16,2.92113,0.0
0,16,2.925,0.0
0,16,2.92887,0.0
0,16,2.93274,0.0
0,16,2.93662,0.0
0,16,2.94049,0.0
0,16,2.94436,0.0
0,16,2.94823,0.0
0,16,2.9521,0.0
0,16,2.95597,0.0
0,16,2.95985,0.0
0,16,2.96372,0.0
0,16,2.96759,0.0
0,16,2.97146,0.0
0,16,2.97533,0.0
0,16,2.9792,0.0
0,16,2.98308,0.0
0,16,2.98695,0.0
0,16,2.99082,0.0
0,16,2.99469,0.0
0,16,2.99856,0.0
0,16,3.00243,0.0
0,16,3.00631,0.0
0,16,3.01018,0.0
0,16,3.01405,0.0
0,16,3.01792,0.0
0,16,3.02179,0.0
0,16,3.02566,0.0
0,16,3.02954,0.0
0,16,3.03341,0.0
0,16,3.03728,0.0
0,16,3.04115,0.0
0,16,3.04502,0.0
0,16,3.04889,0.0
0,16,3.05277,0.0
0,16,3.05664,0.0
0,16,3.06051,0.0
0,16,3.06438,0.0
0,16,3.06825,0.0
0,16,3.07212,0.0
0,16,3.076,0.0
0,16,3.07987,0.0
0,16,3.08374,0.0
0,16,3.08761,0.0
0,16,3.09148,0.0
0,16,3.09535,0.0
0,16,3.09923,0.0
0,16,3.1031,0.0
0,16,3.10697,0.0
0,16,3.11084,0.0
0,16,3.11471,0.0
0,16,3.11858,0.0
0,16,3.12246,0.0
0,16,3.12633,0.0
0,16,3.1302,0.0
0,16,3.13407,0.0
0,16,3.13794,0.0
0,16,3.14181,0.0
0,16,3.14569,0.0
0,16,3.14956,0.0
0,16,3.15343,0.0
0,16,3.1573,0.0
0,16,3.16117,0.0
0,16,3.16504,0.0
0,16,3.16892,0.0
0,16,3.17279,0.0
0,16,3.17666,0.0
0,16,3.18053,0.0
0,16,3.1844,0.0
0,16,3.18827,0.0
0,16,3.19215,0.0
0,16,3.19602,0.0
0,16,3.19989,0.0
0,16,3.20376,0.0
0,16,3.20763,0.0
0,16,3.2115,0.0
0,16,3.21538,0.0
0,16,3.21925,0.0
0,16,3.22312,0.0
0,16,3.22699,0.0
0,16,3.23086,0.0
0,16,3.23473,0.0
0,16,3.23861,0.0
0,16,3.24248,0.0
0,16,3.24635,0.0
0,16,3.25022,0.0
0,16,3.25409,0.0
0,16,3.25796,0.0
0,16,3.26184,0.0
0,16,3.26571,0.0
0,16,3.26958,0.0
0,16,3.27345,0.0
0,16,3.27732,0.0
0,16,3.28119,0.0
0,16,3.28507,0.0
0,16,3.28894,0.0
0,16,3.29281,0.0
0,16,3.29668,0.0
0,16,3.30055,0.0
0,16,3.30442,0.0
0,16,3.3083,0.0
0,16,3.31217,0.0
0,16,3.31604,0.0
0,16,3.31991,0.0
0,16,3.32378,0.0
0,16,3.32765,0.0
0,16,3.33153,0.0
0,16,3.3354,0.0
0,16,3.33927,0.0
0,16,3.34314,0.0
0,16,3.34701,0.0
0,16,3.35088,0.0
0,16,3.35476,0.0
0,16,3.35863,0.0
0,16,3.3625,0.0
0,16,3.36637,0.0
0,16,3.37024,0.0
0,16,3.37412,0.0
0,16,3.37799,0.0
0,16,3.38186,0.0
0,16,3.38573,0.0
0,16,3.3896,0.0
0,16,3.39347,0.0
0,16,3.39735,0.0
0,16,3.40122,0.0
0,16,3.40509,0.0
0,16,3.40896,0.0
0,16,3.41283,0.0
0,16,3.4167,0.0
0,16,3.42058,0.0
0,16,3.42445,0.0
0,16,3.42832,0.0
0,16,3.43219,0.0
0,16,3.43606,0.0
0,16,3.43993,0.0
0,16,3.44381,0.0
0,16,3.44768,0.0
0,16,3.45155,0.0
0,16,3.45542,0.0
0,16,3.45929,1e-05
0,16,3.46316,1e-05
0,16,3.46704,1e-05
0,16,3.47091,1e-05
0,16,3.47478,1e-05
0,16,3.47865,2e-05
0,16,3.48252,2e-05
0,16,3.48639,3e-05
0,16,3.49027,3e-05
0,16,3.49414,4e-05
0,16,3.49801,5e-05
0,16,3.50188,6e-05
0,16,3.50575,7e-05
0,16,3.50962,8e-05
0,16,3.5135,0.0001
0,16,3.51737,0.00012
0,16,3.52124,0.00014
0,16,3.52511,0.00017
0,16,3.52898,0.0002
0,16,3.53285,0.00024
0,16,3.53673,0.00029
0,16,3.5406,0.00034
0,16,3.54447,0.0004
0,16,3.54834,0.00047
0,16,3.55221,0.00055
0,16,3.55608,0.00064
0,16,3.55996,0.00074
0,16,3.56383,0.00087
0,16,3.5677,0.001
0,16,3.57157,0.00116
0,16,3.57544,0.00134
0,16,3.57931,0.00154
0,16,3.58319,0.00177
0,16,3.58706,0.00203
0,16,3.59093,0.00232
0,16,3.5948,0.00264
0,16,3.59867,0.003
0,16,3.60254,0.0034
0,16,3.60642,0.00384
0,16,3.61029,0.00433
0,16,3.61416,0.00487
0,16,3.61803,0.00547
0,16,3.6219,0.00612
0,16,3.62577,0.00683
0,16,3.62965,0.0076
0,16,3.63352,0.00845
0,16,3.63739,0.00935
0,16,3.64126,0.01033
0,16,3.64513,0.01139
0,16,3.649,0.01252
0,16,3.65288,0.01372
0,16,3.65675,0.01501
0,16,3.66062,0.01637
0,16,3.66449,0.01781
0,16,3.66836,0.01933
0,16,3.67223,0.02092
0,16,3.67611,0.02259
0,16,3.67998,0.02432
0,16,3.68385,0.02613
0,16,3.68772,0.02799
0,16,3.69159,0.02991
0,16,3.69546,0.03188
0,16,3.69934,0.0339
0,16,3.70321,0.03595
0,16,3.70708,0.03802
0,16,3.71095,0.04012
0,16,3.71482,0.04222
0,16,3.71869,0.04431
0,16,3.72257,0.04639
0,16,3.72644,0.04845
0,16,3.73031,0.05046
0,16,3.73418,0.05243
0,16,3.73805,0.05433
0,16,3.74192,0.05616
0,16,3.7458,0.0579
0,16,3.74967,0.05954
0,16,3.75354,0.06108
0,16,3.75741,0.06249
0,16,3.76128,0.06377
0,16,3.76515,0.06491
0,16,3.76903,0.0659
0,16,3.7729,0.06673
0,16,3.77677,0.06741
0,16,3.78064,0.06791
0,16,3.78451,0.06825
0,16,3.78838,0.06841
0,16,3.79226,0.06839
0,16,3.79613,0.0682
0,16,3.8,0.06784
0,16,3.80387,0.06731
0,16,3.80774,0.06661
0,16,3.81162,0.06574
0,16,3.81549,0.06473
0,16,3.81936,0.06356
0,16,3.82323,0.06226
0,16,3.8271,0.06083
0,16,3.83097,0.05928
0,16,3.83485,0.05762
0,16,3.83872,0.05586
0,16,3.84259,0.05402
0,16,3.84646,0.05211
0,16,3.85033,0.05013
0,16,3.8542,0.04811
0,16,3.85808,0.04605
0,16,3.86195,0.04397
0,16,3.86582,0.04187
0,16,3.86969,0.03977
0,16,3.87356,0.03768
0,16,3.87743,0.03561
0,16,3.88131,0.03356
0,16,3.88518,0.03156
0,16,3.88905,0.02959
0,16,3.89292,0.02768
0,16,3.89679,0.02582
0,16,3.90066,0.02403
0,16,3.90454,0.02231
0,16,3.90841,0.02065
0,16,3.91228,0.01907
0,16,3.91615,0.01757
0,16,3.92002,0.01614
0,16,3.92389,0.01479
0,16,3.92777,0.01352
0,16,3.93164,0.01233
0,16,3.93551,0.01121
0,16,3.93938,0.01017
0,16,3.94325,0.0092
0,16,3.94712,0.0083
0,16,3.951,0.00747
0,16,3.95487,0.00671
0,16,3.95874,0.00601
0,16,3.96261,0.00537
0,16,3.96648,0.00478
0,16,3.97035,0.00425
0,16,3.97423,0.00377
0,16,3.9781,0.00333
0,16,3.98197,0.00294
0,16,3.98584,0.00258
0,16,3.98971,0.00227
0,16,3.99358,0.00198
0,16,3.99746,0.00173
0,16,4.00133,0.00151
0,16,4.0052,0.00131
0,16,4.00907,0.00113
0,16,4.01294,0.00098
0,16,4.01681,0.00084
0,16,4.02069,0.00073
0,16,4.02456,0.00062
0,16,4.02843,0.00053
0,16,4.0323,0.00045
0,16,4.03617,0.00039
0,16,4.04004,0.00033
0,16,4.04392,0.00028
0,16,4.04779,0.00023
0,16,4.05166,0.0002
0,16,4.05553,0.00017
0,16,4.0594,0.00014
0,16,4.06327,0.00012
0,16,4.06715,0.0001
0,16,4.07102,8e-05
0,16,4.07489,7e-05
0,16,4.07876,6e-05
0,16,4.08263,5e-05
0,16,4.0865,4e-05
0,16,4.09038,3e-05
0,16,4.09425,3e-05
0,16,4.09812,2e-05
0,16,4.10199,2e-05
0,16,4.10586,2e-05
0,16,4.10973,2e-05
0,16,4.11361,1e-05
0,16,4.11748,1e-05
0,16,4.12135,1e-05
0,16,4.12522,2e-05
0,16,4.12909,2e-05
0,16,4.13296,2e-05
0,16,4.13684,2e-05
0,16,4.14071,3e-05
0,16,4.14458,3e-05
0,16,4.14845,4e-05
0,16,4.15232,5e-05
0,16,4.15619,6e-05
0,16,4.16007,8e-05
0,16,4.16394,9e-05
0,16,4.16781,0.00011
0,16,4.17168,0.00014
0,16,4.17555,0.00017
0,16,4.17942,0.00021
0,16,4.1833,0.00025
0,16,4.18717,0.0003
0,16,4.19104,0.00036
0,16,4.19491,0.00044
0,16,4.19878,0.00053
0,16,4.20265,0.00063
0,16,4.20653,0.00075
0,16,4.2104,0.0009
0,16,4.21427,0.00107
0,16,4.21814,0.00128
0,16,4.22201,0.00152
0,16,4.22588,0.0018
0,16,4.22976,0.00212
0,16,4.23363,0.0025
0,16,4.2375,0.00295
0,16,4.24137,0.00346
0,16,4.24524,0.00406
0,16,4.24912,0.00475
0,16,4.25299,0.00554
0,16,4.25686,0.00646
0,16,4.26073,0.00751
0,16,4.2646,0.00871
0,16,4.26847,0.01009
0,16,4.27235,0.01165
0,16,4.27622,0.01344
0,16,4.28009,0.01546
0,16,4.28396,0.01775
0,16,4.28783,0.02034
0,16,4.2917,0.02326
0,16,4.29558,0.02654
0,16,4.29945,0.03023
0,16,4.30332,0.03435
0,16,4.30719,0.03896
0,16,4.31106,0.04409
0,16,4.31493,0.04979
0,16,4.31881,0.05611
0,16,4.32268,0.06311
0,16,4.32655,0.07083
0,16,4.33042,0.07933
0,16,4.33429,0.08867
0,16,4.33816,0.0989
0,16,4.34204,0.11008
0,16,4.34591,0.12227
0,16,4.34978,0.13553
0,16,4.35365,0.14992
0,16,4.35752,0.16549
0,16,4.36139,0.1823
0,16,4.36527,0.20041
0,16,4.36914,0.21985
0,16,4.37301,0.24068
0,16,4.37688,0.26294
0,16,4.38075,0.28666
0,16,4.38462,0.31187
0,16,4.3885,0.3386
0,16,4.39237,0.36686
0,16,4.39624,0.39665
0,16,4.40011,0.42797
0,16,4.40398,0.4608
0,16,4.40785,0.49513
0,16,4.41173,0.53091
0,16,4.4156,0.5681
0,16,4.41947,0.60663
0,16,4.42334,0.64644
0,16,4.42721,0.68743
0,16,4.43108,0.7295
0,16,4.43496,0.77254
0,16,4.43883,0.81643
0,16,4.4427,0.86102
0,16,4.44657,0.90616
0,16,4.45044,0.9517
0,16,4.45431,0.99745
0,16,4.45819,1.04324
0,16,4.46206,1.08886
0,16,4.46593,1.13412
0,16,4.4698,1.17882
0,16,4.47367,1.22274
0,16,4.47754,1.26567
0,16,4.48142,1.30739
0,16,4.48529,1.34769
0,16,4.48916,1.38635
0,16,4.49303,1.42316
0,16,4.4969,1.45792
0,16,4.50077,1.49043
0,16,4.50465,1.52052
0,16,4.50852,1.54799
0,16,4.51239,1.5727
0,16,4.51626,1.59448
0,16,4.52013,1.61322
0,16,4.524,1.6288
0,16,4.52788,1.64112
0,16,4.53175,1.6501
0,16,4.53562,1.65569
0,16,4.53949,1.65787
0,16,4.54336,1.6566
0,16,4.54723,1.6519
0,16,4.55111,1.6438
0,16,4.55498,1.63235
0,16,4.55885,1.61763
0,16,4.56272,1.59971
0,16,4.56659,1.57871
0,16,4.57046,1.55476
0,16,4.57434,1.528
0,16,4.57821,1.49858
0,16,4.58208,1.46669
0,16,4.58595,1.4325
0,16,4.58982,1.39621
0,16,4.59369,1.35802
0,16,4.59757,1.31813
0,16,4.60144,1.27676
0,16,4.60531,1.23413
0,16,4.60918,1.19045
0,16,4.61305,1.14594
0,16,4.61692,1.1008
0,16,4.6208,1.05525
0,16,4.62467,1.00949
0,16,4.62854,0.96371
0,16,4.63241,0.9181
0,16,4.63628,0.87284
0,16,4.64015,0.82809
0,16,4.64403,0.784
0,16,4.6479,0.74072
0,16,4.65177,0.69838
0,16,4.65564,0.6571
0,16,4.65951,0.61698
0,16,4.66338,0.5781
0,16,4.66726,0.54055
0,16,4.67113,0.5044
0,16,4.675,0.46968
0,16,4.67887,0.43645
0,16,4.68274,0.40473
0,16,4.68662,0.37454
0,16,4.69049,0.34588
0,16,4.69436,0.31875
0,16,4.69823,0.29314
0,16,4.7021,0.26903
0,16,4.70597,0.24639
0,16,4.70985,0.22519
0,16,4.71372,0.20539
0,16,4.71759,0.18694
0,16,4.72146,0.16979
0,16,4.72533,0.1539
0,16,4.7292,0.1392
0,16,4.73308,0.12565
0,16,4.73695,0.11318
0,16,4.74082,0.10174
0,16,4.74469,0.09127
0,16,4.74856,0.0817
0,16,4.75243,0.07299
0,16,4.75631,0.06506
0,16,4.76018,0.05788
0,16,4.76405,0.05139
0,16,4.76792,0.04553
0,16,4.77179,0.04025
0,16,4.77566,0.03551
0,16,4.77954,0.03127
0,16,4.78341,0.02747
0,16,4.78728,0.02409
0,16,4.79115,0.02108
0,16,4.79502,0.0184
0,16,4.79889,0.01604
0,16,4.80277,0.01394
0,16,4.80664,0.0121
0,16,4.81051,0.01048
0,16,4.81438,0.00905
0,16,4.81825,0.00781
0,16,4.82212,0.00672
0,16,4.826,0.00577
0,16,4.82987,0.00495
0,16,4.83374,0.00423
0,16,4.83761,0.00361
0,16,4.84148,0.00307
0,16,4.84535,0.00261
0,16,4.84923,0.00222
0,16,4.8531,0.00188
0,16,4.85697,0.00158
0,16,4.86084,0.00134
0,16,4.86471,0.00112
0,16,4.86858,0.00094
0,16,4.87246,0.00079
0,16,4.87633,0.00066
0,16,4.8802,0.00055
0,16,4.88407,0.00046
0,16,4.88794,0.00038
0,16,4.89181,0.00032
0,16,4.89569,0.00026
0,16,4.89956,0.00022
0,16,4.90343,0.00018
0,16,4.9073,0.00015
0,16,4.91117,0.00012
0,16,4.91504,0.0001
0,16,4.91892,8e-05
0,16,4.92279,7e-05
0,16,4.92666,5e-05
0,16,4.93053,4e-05
0,16,4.9344,4e-05
0,16,4.93827,3e-05
0,16,4.94215,2e-05
0,16,4.94602,2e-05
0,16,4.94989,1e-05
0,16,4.95376,1e-05
0,16,4.95763,1e-05
0,16,4.9615,1e-05
0,16,4.96538,1e-05
0,16,4.96925,0.0
0,16,4.97312,0.0
0,16,4.97699,0.0
0,16,4.98086,0.0
0,16,4.98473,0.0
0,16,4.98861,0.0
0,16,4.99248,0.0
0,16,4.99635,0.0
0,16,5.00022,0.0
0,16,5.00409,0.0
0,16,5.00796,0.0
0,16,5.01184,0.0
0,16,5.01571,0.0
0,16,5.01958,0.0
0,16,5.02345,0.0
0,16,5.02732,0.0
0,16,5.03119,0.0
0,16,5.03507,0.0
0,16,5.03894,0.0
0,16,5.04281,0.0
0,16,5.04668,0.0
0,16,5.05055,0.0
0,16,5.05442,0.0
0,16,5.0583,0.0
0,16,5.06217,0.0
0,16,5.06604,0.0
0,16,5.06991,0.0
0,16,5.07378,0.0
0,16,5.07765,0.0
0,16,5.08153,0.0
0,16,5.0854,0.0
0,16,5.08927,0.0
0,16,5.09314,0.0
0,16,5.09701,0.0
0,16,5.10088,0.0
0,16,5.10476,0.0
0,16,5.10863,0.0
0,16,5.1125,0.0
0,16,5.11637,0.0
0,16,5.12024,0.0
0,16,5.12412,0.0
0,16,5.12799,0.0
0,16,5.13186,0.0
0,16,5.13573,0.0
0,16,5.1396,0.0
0,16,5.14347,0.0
0,16,5.14735,0.0
0,16,5.15122,0.0
0,16,5.15509,0.0
0,16,5.15896,0.0
0,16,5.16283,0.0
0,16,5.1667,0.0
0,16,5.17058,0.0
0,16,5.17445,0.0
0,16,5.17832,0.0
0,16,5.18219,0.0
0,16,5.18606,0.0
0,16,5.18993,0.0
0,16,5.19381,0.0
0,16,5.19768,0.0
0,16,5.20155,0.0
0,16,5.20542,0.0
0,16,5.20929,0.0
0,16,5.21316,0.0
0,16,5.21704,0.0
0,16,5.22091,0.0
0,16,5.22478,0.0
0,16,5.22865,0.0
0,16,5.23252,0.0
0,16,5.23639,0.0
0,16,5.24027,0.0
0,16,5.24414,0.0
0,16,5.24801,0.0
0,16,5.25188,0.0
0,16,5.25575,0.0
0,16,5.25962,0.0
0,16,5.2635,0.0
0,16,5.26737,0.0
0,16,5.27124,0.0
0,16,5.27511,0.0
0,16,5.27898,0.0
0,16,5.28285,0.0
0,16,5.28673,0.0
0,16,5.2906,0.0
0,16,5.29447,0.0
0,16,5.29834,0.0
0,16,5.30221,0.0
0,16,5.30608,0.0
0,16,5.30996,0.0
0,16,5.31383,0.0
0,16,5.3177,0.0
0,16,5.32157,0.0
0,16,5.32544,0.0
0,16,5.32931,0.0
0,16,5.33319,0.0
0,16,5.33706,0.0
0,16,5.34093,0.0
0,16,5.3448,0.0
0,16,5.34867,0.0
0,16,5.35254,0.0
0,16,5.35642,0.0
0,16,5.36029,0.0
0,16,5.36416,0.0
0,16,5.36803,0.0
0,16,5.3719,0.0
0,16,5.37577,0.0
0,16,5.37965,0.0
0,16,5.38352,0.0
0,16,5.38739,0.0
0,16,5.39126,0.0
0,16,5.39513,0.0
0,16,5.399,0.0
0,16,5.40288,0.0
0,16,5.40675,0.0
0,16,5.41062,0.0
0,16,5.41449,0.0
0,16,5.41836,0.0
0,16,5.42223,0.0
0,16,5.42611,0.0
0,16,5.42998,0.0
0,16,5.43385,0.0
0,16,5.43772,0.0
0,16,5.44159,0.0
0,16,5.44546,0.0
0,16,5.44934,0.0
0,16,5.45321,0.0
0,16,5.45708,0.0
0,16,5.46095,0.0
0,16,5.46482,0.0
0,16,5.46869,0.0
0,16,5.47257,0.0
0,16,5.47644,0.0
0,16,5.48031,0.0
0,16,5.48418,0.0
0,16,5.48805,0.0
0,16,5.49192,0.0
0,16,5.4958,0.0
0,16,5.49967,0.0
0,16,5.50354,0.0
0,16,5.50741,0.0
0,16,5.51128,0.0
0,16,5.51515,0.0
0,16,5.51903,0.0
0,16,5.5229,0.0
0,16,5.52677,0.0
0,16,5.53064,0.0
0,16,5.53451,0.0
0,16,5.53838,0.0
0,16,5.54226,0.0
0,16,5.54613,0.0
0,16,5.55,0.0
0,20,2.05,0.0
0,20,2.05387,0.0
0,20,2.05774,0.0
0,20,2.06162,0.0
0,20,2.06549,0.0
0,20,2.06936,0.0
0,20,2.07323,0.0
0,20,2.0771,0.0
0,20,2.08097,0.0
0,20,2.08485,0.0
0,20,2.08872,0.0
0,20,2.09259,0.0
0,20,2.09646,0.0
0,20,2.10033,0.0
0,20,2.1042,0.0
0,20,2.10808,0.0
0,20,2.11195,0.0
0,20,2.11582,0.0
0,20,2.11969,0.0
0,20,2.12356,0.0
0,20,2.12743,0.0
0,20,2.13131,0.0
0,20,2.13518,0.0
0,20,2.13905,0.0
0,20,2.14292,0.0
0,20,2.14679,0.0
0,20,2.15066,0.0
0,20,2.15454,0.0
0,20,2.15841,0.0
0,20,2.16228,0.0
0,20,2.16615,0.0
0,20,2.17002,0.0
0,20,2.17389,0.0
0,20,2.17777,0.0
0,20,2.18164,0.0
0,20,2.18551,0.0
0,20,2.18938,0.0
0,20,2.19325,0.0
0,20,2.19712,0.0
0,20,2.201,0.0
0,20,2.20487,0.0
0,20,2.20874,0.0
0,20,2.21261,0.0
0,20,2.21648,0.0
0,20,2.22035,0.0
0,20,2.22423,0.0
0,20,2.2281,0.0
0,20,2.23197,0.0
0,20,2.23584,0.0
0,20,2.23971,0.0
0,20,2.24358,0.0
0,20,2.24746,0.0
0,20,2.25133,0.0
0,20,2.2552,0.0
0,20,2.25907,0.0
0,20,2.26294,0.0
0,20,2.26681,0.0
0,20,2.27069,0.0
0,20,2.27456,0.0
0,20,2.27843,0.0
0,20,2.2823,0.0
0,20,2.28617,0.0
0,20,2.29004,0.0
0,20,2.29392,0.0
0,20,2.29779,0.0
0,20,2.30166,0.0
0,20,2.30553,0.0
0,20,2.3094,0.0
0,20,2.31327,0.0
0,20,2.31715,0.0
0,20,2.32102,0.0
0,20,2.32489,0.0
0,20,2.32876,0.0
0,20,2.33263,0.0
0,20,2.3365,0.0
0,20,2.34038,0.0
0,20,2.34425,0.0
0,20,2.34812,0.0
0,20,2.35199,0.0
0,20,2.35586,0.0
0,20,2.35973,0.0
0,20,2.36361,0.0
0,20,2.36748,0.0
0,20,2.37135,0.0
0,20,2.37522,0.0
0,20,2.37909,0.0
0,20,2.38296,0.0
0,20,2.38684,0.0
0,20,2.39071,0.0
0,20,2.39458,0.0
0,20,2.39845,0.0
0,20,2.40232,0.0
0,20,2.40619,0.0
0,20,2.41007,0.0
0,20,2.41394,0.0
0,20,2.41781,0.0
0,20,2.42168,0.0
0,20,2.42555,0.0
0,20,2.42942,0.0
0,20,2.4333,0.0
0,20,2.43717,0.0
0,20,2.44104,0.0
0,20,2.44491,0.0
0,20,2.44878,0.0
0,20,2.45265,0.0
0,20,2.45653,0.0
0,20,2.4604,0.0
0,20,2.46427,0.0
0,20,2.46814,0.0
0,20,2.47201,0.0
0,20,2.47588,0.0
0,20,2.47976,0.0
0,20,2.48363,0.0
0,20,2.4875,0.0
0,20,2.49137,0.0
0,20,2.49524,0.0
0,20,2.49912,0.0
0,20,2.50299,0.0
0,20,2.50686,0.0
0,20,2.51073,0.0
0,20,2.5146,0.0
0,20,2.51847,0.0
0,20,2.52235,0.0
0,20,2.52622,0.0
0,20,2.53009,0.0
0,20,2.53396,0.0
0,20,2.53783,0.0
0,20,2.5417,0.0
0,20,2.54558,0.0
0,20,2.54945,0.0
0,20,2.55332,0.0
0,20,2.55719,0.0
0,20,2.56106,0.0
0,20,2.56493,0.0
0,20,2.56881,0.0
0,20,2.57268,0.0
0,20,2.57655,0.0
0,20,2.58042,0.0
0,20,2.58429,0.0
0,20,2.58816,0.0
0,20,2.59204,0.0
0,20,2.59591,0.0
0,20,2.59978,0.0
0,20,2.60365,0.0
0,20,2.60752,0.0
0,20,2.61139,0.0
0,20,2.61527,0.0
0,20,2.61914,0.0
0,20,2.62301,0.0
0,20,2.62688,0.0
0,20,2.63075,0.0
0,20,2.63462,0.0
0,20,2.6385,0.0
0,20,2.64237,0.0
0,20,2.64624,0.0
0,20,2.65011,0.0
0,20,2.65398,0.0
0,20,2.65785,0.0
0,20,2.66173,0.0
0,20,2.6656,0.0
0,20,2.66947,0.0
0,20,2.67334,0.0
0,20,2.67721,0.0
0,20,2.68108,0.0
0,20,2.68496,0.0
0,20,2.68883,0.0
0,20,2.6927,0.0
0,20,2.69657,0.0
0,20,2.70044,0.0
0,20,2.70431,0.0
0,20,2.70819,0.0
0,20,2.71206,0.0
0,20,2.71593,0.0
0,20,2.7198,0.0
0,20,2.72367,0.0
0,20,2.72754,0.0
0,20,2.73142,0.0
0,20,2.73529,0.0
0,20,2.73916,0.0
0,20,2.74303,0.0
0,20,2.7469,0.0
0,20,2.75077,0.0
0,20,2.75465,0.0
0,20,2.75852,0.0
0,20,2.76239,0.0
0,20,2.76626,0.0
0,20,2.77013,0.0
0,20,2.774,0.0
0,20,2.77788,0.0
0,20,2.78175,0.0
0,20,2.78562,0.0
0,20,2.78949,0.0
0,20,2.79336,0.0
0,20,2.79723,0.0
0,20,2.80111,0.0
0,20,2.80498,0.0
0,20,2.80885,0.0
0,20,2.81272,0.0
0,20,2.81659,0.0
0,20,2.82046,0.0
0,20,2.82434,0.0
0,20,2.82821,0.0
0,20,2.83208,0.0
0,20,2.83595,0.0
0,20,2.83982,0.0
0,20,2.84369,0.0
0,20,2.84757,0.0
0,20,2.85144,0.0
0,20,2.85531,0.0
0,20,2.85918,0.0
0,20,2.86305,0.0
0,20,2.86692,0.0
0,20,2.8708,0.0
0,20,2.87467,0.0
0,20,2.87854,0.0
0,20,2.88241,0.0
0,20,2.88628,0.0
0,20,2.89015,0.0
0,20,2.89403,0.0
0,20,2.8979,0.0
0,20,2.90177,0.0
0,20,2.90564,0.0
0,20,2.90951,0.0
0,20,2.91338,0.0
0,20,2.91726,0.0
0,20,2.92113,0.0
0,20,2.925,0.0
0,20,2.92887,0.0
0,20,2.93274,0.0
0,20,2.93662,0.0
0,20,2.94049,0.0
0,20,2.94436,0.0
0,20,2.94823,0.0
0,20,2.9521,0.0
0,20,2.95597,0.0
0,20,2.95985,0.0
0,20,2.96372,0.0
0,20,2.96759,0.0
0,20,2.97146,0.0
0,20,2.97533,0.0
0,20,2.9792,0.0
0,20,2.98308,0.0
0,20,2.98695,0.0
0,20,2.99082,0.0
0,20,2.99469,0.0
0,20,2.99856,0.0
0,20,3.00243,0.0
0,20,3.00631,0.0
0,20,3.01018,0.0
0,20,3.01405,0.0
0,20,3.01792,0.0
0,20,3.02179,0.0
0,20,3.02566,0.0
0,20,3.02954,0.0
0,20,3.03341,0.0
0,20,3.03728,0.0
0,20,3.04115,0.0
0,20,3.04502,0.0
0,20,3.04889,0.0
0,20,3.05277,0.0
0,20,3.05664,0.0
0,20,3.06051,0.0
0,20,3.06438,0.0
0,20,3.06825,0.0
0,20,3.07212,0.0
0,20,3.076,0.0
0,20,3.07987,0.0
0,20,3.08374,0.0
0,20,3.08761,0.0
0,20,3.09148,0.0
0,20,3.09535,0.0
0,20,3.09923,0.0
0,20,3.1031,0.0
0,20,3.10697,0.0
0,20,3.11084,0.0
0,20,3.11471,0.0
0,20,3.11858,0.0
0,20,3.12246,0.0
0,20,3.12633,0.0
0,20,3.1302,0.0
0,20,3.13407,0.0
0,20,3.13794,0.0
0,20,3.14181,0.0
0,20,3.14569,0.0
0,20,3.14956,0.0
0,20,3.15343,0.0
0,20,3.1573,0.0
0,20,3.16117,0.0
0,20,3.16504,0.0
0,20,3.16892,0.0
0,20,3.17279,0.0
0,20,3.17666,0.0
0,20,3.18053,0.0
0,20,3.1844,0.0
0,20,3.18827,0.0
0,20,3.19215,0.0
0,20,3.19602,0.0
0,20,3.19989,0.0
0,20,3.20376,0.0
0,20,3.20763,0.0
0,20,3.2115,0.0
0,20,3.21538,0.0
0,20,3.21925,0.0
0,20,3.22312,0.0
0,20,3.22699,0.0
0,20,3.23086,0.0
0,20,3.23473,0.0
0,20,3.23861,0.0
0,20,3.24248,0.0
0,20,3.24635,0.0
0,20,3.25022,0.0
0,20,3.25409,0.0
0,20,3.25796,0.0
0,20,3.26184,0.0
0,20,3.26571,0.0
0,20,3.26958,0.0
0,20,3.27345,0.0
0,20,3.27732,0.0
0,20,3.28119,0.0
0,20,3.28507,0.0
0,20,3.28894,0.0
0,20,3.29281,0.0
0,20,3.29668,0.0
0,20,3.30055,0.0
0,20,3.30442,0.0
0,20,3.3083,0.0
0,20,3.31217,0.0
0,20,3.31604,0.0
0,20,3.31991,0.0
0,20,3.32378,0.0
0,20,3.32765,0.0
0,20,3.33153,0.0
0,20,3.3354,0.0
0,20,3.33927,0.0
0,20,3.34314,0.0
0,20,3.34701,0.0
0,20,3.35088,0.0
0,20,3.35476,0.0
0,20,3.35863,0.0
0,20,3.3625,0.0
0,20,3.36637,0.0
0,20,3.37024,0.0
0,20,3.37412,0.0
