group,value,jitter
subtilis,21.9178,0.2908
subtilis,14.8157,0.4793
subtilis,6.9686,-0.1012
subtilis,17.2419,-0.3454
subtilis,16.5001,0.1284
subtilis,19.7036,0.0629
subtilis,11.2465,-0.3434
subtilis,8.9566,-0.0168
subtilis,17.3897,0.3032
subtilis,10.0588,-0.3108
subtilis,12.6382,-0.392
subtilis,14.6861,0.3305
subtilis,13.9004,-0.126
subtilis,15.6385,0.404
subtilis,13.225,0.2912
subtilis,12.9659,-0.4994
subtilis,7.5991,0.3734
subtilis,15.0108,0.4634
subtilis,16.0363,0.3028
subtilis,13.8008,-0.1039
subtilis,19.6199,0.2105
subtilis,15.2628,-0.3441
subtilis,14.0962,0.4738
subtilis,16.6892,0.23
subtilis,13.2921,0.1222
subtilis,12.8993,0.2336
subtilis,25.8319,-0.011
subtilis,10.0232,0.4255
subtilis,8.969,0.4255
subtilis,12.0448,0.361
subtilis,15.1128,-0.1003
subtilis,14.0747,-0.2431
subtilis,19.05,0.074
subtilis,15.72,0.1121
subtilis,9.4976,-0.2372
subtilis,13.0211,0.4914
subtilis,11.6286,-0.0691
subtilis,19.2376,0.268
subtilis,12.2591,0.4552
subtilis,19.851,-0.4419
subtilis,9.978,-0.1002
subtilis,13.4211,0.0265
subtilis,14.3147,-0.2991
subtilis,15.8139,0.143
subtilis,11.2947,0.0157
subtilis,15.9797,0.0799
subtilis,20.686,-0.0761
subtilis,19.7353,0.273
subtilis,17.1625,0.2719
subtilis,22.1365,0.4185
subtilis,10.8682,0.2585
subtilis,22.1225,0.4129
subtilis,9.5555,-0.2964
subtilis,11.3223,-0.2705
subtilis,19.7682,0.3861
subtilis,14.5402,0.0294
subtilis,8.7889,0.4658
subtilis,11.9883,0.4752
subtilis,18.2278,-0.3315
subtilis,15.2623,-0.4782
subtilis,17.6512,-0.0498
subtilis,9.9354,-0.0973
subtilis,15.6088,0.0495
subtilis,16.1121,0.4207
subtilis,8.7953,-0.4312
subtilis,8.4776,-0.466
subtilis,8.0273,-0.4077
subtilis,15.456,0.1963
subtilis,15.1611,-0.0585
subtilis,8.1975,-0.235
subtilis,11.0842,0.3951
subtilis,12.228,0.2837
subtilis,10.8478,0.3746
subtilis,29.306,0.4657
subtilis,10.9198,-0.4985
subtilis,18.1696,0.2578
subtilis,13.1586,0.0165
subtilis,19.6628,-0.1752
subtilis,8.2285,0.2409
subtilis,15.7908,-0.341
subtilis,8.6466,0.4487
subtilis,19.7109,0.0233
subtilis,12.6344,-0.1649
subtilis,20.5948,-0.0349
subtilis,13.4649,0.332
subtilis,14.9115,0.1846
subtilis,8.7864,0.1414
subtilis,15.2834,0.4758
subtilis,13.8464,-0.1913
subtilis,9.0018,-0.3942
subtilis,12.7842,-0.0879
subtilis,15.4078,-0.1554
subtilis,15.9419,0.4384
subtilis,14.4411,0.1381
subtilis,12.5822,0.355
subtilis,15.0288,-0.0375
subtilis,9.6474,0.3236
subtilis,19.0967,-0.2025
subtilis,14.3077,-0.0949
subtilis,9.6859,-0.4517
subtilis,11.9005,-0.4871
subtilis,15.0395,0.23
subtilis,14.7611,-0.4129
subtilis,10.9667,0.3462
subtilis,6.6739,-0.4828
subtilis,7.2526,-0.4418
subtilis,9.131,0.2565
subtilis,18.6947,0.4367
subtilis,20.3503,-0.1223
subtilis,14.7715,-0.1171
subtilis,11.0968,-0.0039
subtilis,10.3324,0.256
subtilis,11.4871,-0.1319
subtilis,3.8049,0.3498
subtilis,12.1291,-0.4978
subtilis,20.723,-0.4151
subtilis,14.3679,-0.3434
subtilis,9.6043,0.0462
subtilis,17.0087,-0.3071
subtilis,17.0096,-0.3251
subtilis,7.9314,-0.2857
subtilis,12.6202,-0.4724
subtilis,11.7097,0.1363
subtilis,9.1487,0.1485
subtilis,14.2865,0.4554
subtilis,8.2124,-0.3285
subtilis,12.0076,0.1741
subtilis,7.846,0.3596
subtilis,12.7818,0.4465
subtilis,15.1574,0.4862
subtilis,21.2219,-0.4731
subtilis,12.9326,-0.3441
subtilis,18.6509,-0.2805
subtilis,11.1889,-0.3418
subtilis,9.4823,0.295
subtilis,13.6179,-0.2567
subtilis,8.3265,-0.491
subtilis,11.9942,-0.3282
subtilis,17.8136,0.041
subtilis,6.6601,0.2622
subtilis,20.0363,0.2733
subtilis,21.1136,-0.0289
subtilis,22.2701,-0.444
subtilis,14.0407,-0.3015
subtilis,17.125,-0.0941
subtilis,13.3038,-0.0006
subtilis,14.1672,0.2239
subtilis,11.8157,-0.0959
subtilis,12.9693,-0.3698
subtilis,10.1469,-0.1489
subtilis,14.8475,-0.3188
subtilis,13.6976,0.0235
subtilis,11.4752,-0.2623
subtilis,12.2216,-0.1909
subtilis,12.0725,-0.3159
subtilis,12.1597,0.0665
subtilis,9.6884,0.0851
subtilis,16.3074,0.4702
subtilis,14.0075,-0.1588
subtilis,16.0378,0.2596
subtilis,11.4974,0.269
subtilis,11.4696,0.4452
subtilis,10.5524,0.0098
subtilis,11.0366,-0.3342
subtilis,14.2235,0.4339
subtilis,3.7018,0.2929
subtilis,9.8925,-0.0056
subtilis,18.9876,0.4003
subtilis,7.1919,-0.4372
subtilis,9.9327,-0.4159
subtilis,12.825,0.4381
subtilis,13.4845,-0.2417
subtilis,10.914,-0.203
subtilis,13.9563,0.1448
subtilis,13.6238,-0.4041
subtilis,14.6225,0.4615
subtilis,8.8516,-0.4784
subtilis,16.0207,0.0866
subtilis,8.6413,-0.1628
subtilis,9.553,-0.1315
subtilis,18.2265,-0.0337
subtilis,21.693,0.1514
subtilis,19.8489,-0.0973
subtilis,16.7911,-0.3702
subtilis,6.6153,0.0068
subtilis,7.9368,-0.3576
subtilis,16.6213,0.1561
cereus,18.5344,0.4353
cereus,13.3525,-0.2681
cereus,13.8032,-0.068
cereus,14.6068,-0.143
cereus,8.859,0.2965
cereus,14.6481,0.3897
cereus,7.2299,0.4859
cereus,10.0891,-0.2734
cereus,4.0254,0.0972
cereus,18.0274,0.3515
cereus,6.1444,-0.2968
cereus,12.0988,0.3006
cereus,10.8793,0.2016
cereus,15.3445,-0.4966
cereus,14.2143,-0.4696
cereus,16.5632,0.0609
cereus,4.43,0.273
cereus,11.041,0.0284
cereus,16.225,0.1011
cereus,5.7005,0.3252
cereus,6.3375,-0.1886
cereus,11.5017,-0.1988
cereus,14.189,0.0209
cereus,7.5575,-0.0398
cereus,9.7787,0.3244
cereus,7.7872,-0.4491
cereus,15.3452,-0.139
cereus,7.3315,-0.4251
cereus,12.7002,-0.0687
cereus,10.2309,0.0873
cereus,12.6896,0.4932
cereus,7.2592,0.0186
cereus,10.0465,0.4364
cereus,22.9781,0.1725
cereus,12.9349,0.4569
cereus,9.7206,-0.1571
cereus,4.9651,-0.0574
cereus,4.6279,0.005
cereus,13.2481,-0.213
cereus,14.5667,0.491
cereus,2.6941,-0.2073
cereus,14.6949,0.019
cereus,16.6411,0.4678
cereus,19.1835,-0.1018
cereus,13.6668,0.3017
cereus,13.3948,-0.3004
cereus,9.0643,-0.2482
cereus,10.2522,-0.2434
cereus,13.3702,-0.3445
cereus,17.6796,0.3136
cereus,16.9684,0.3176
cereus,6.1688,0.3689
cereus,17.3213,0.297
cereus,21.658,0.0655
cereus,9.5573,0.3416
cereus,12.1645,-0.3096
cereus,7.5963,0.4131
cereus,12.8753,0.0151
cereus,12.2386,0.0464
cereus,13.1089,-0.3414
cereus,23.409,-0.2222
cereus,7.9041,-0.1367
cereus,17.6445,-0.0434
cereus,5.1701,0.4954
cereus,6.2199,0.0481
cereus,5.6876,0.3481
cereus,12.7634,0.2364
cereus,16.877,-0.3966
cereus,7.9819,-0.2043
cereus,18.1444,-0.2125
cereus,9.7004,-0.4634
cereus,8.4498,0.4911
cereus,10.3246,0.4537
cereus,12.8756,0.0199
cereus,17.6534,-0.4677
cereus,8.8981,0.1333
cereus,14.2771,-0.0424
cereus,21.301,-0.2405
cereus,9.6006,-0.4082
cereus,15.9836,-0.0859
cereus,7.1893,-0.3804
cereus,15.355,0.4595
cereus,17.6126,0.4494
cereus,6.39,-0.1104
cereus,18.0153,0.2675
cereus,5.1086,-0.1646
cereus,7.0602,-0.0036
cereus,5.7112,-0.4705
cereus,14.5591,0.376
cereus,6.0546,-0.2511
cereus,8.9048,0.1909
cereus,4.9855,-0.1803
cereus,13.9723,0.3619
cereus,19.043,-0.3256
cereus,7.8194,-0.3706
cereus,9.172,0.4462
cereus,17.3296,-0.3389
cereus,2.6565,-0.4186
cereus,13.4693,-0.0481
cereus,7.6665,0.3602
cereus,13.2717,0.0727
cereus,11.7782,0.3522
cereus,14.7502,-0.3469
cereus,4.0678,0.1222
cereus,18.9197,-0.2592
cereus,13.6776,-0.2495
cereus,9.5293,-0.0443
cereus,13.1013,0.3291
cereus,19.3378,0.0667
cereus,13.2705,-0.3605
cereus,12.3426,-0.1567
cereus,9.8119,-0.1455
cereus,9.3806,-0.1868
cereus,8.2028,-0.2877
cereus,16.587,-0.0329
cereus,15.2364,0.0845
cereus,18.0263,-0.2258
cereus,19.3684,0.2314
cereus,16.0743,0.1419
cereus,8.5606,-0.4952
cereus,14.5995,0.3724
cereus,13.5801,-0.3572
cereus,13.1676,0.4794
cereus,2.8075,0.2709
cereus,17.9629,-0.1737
cereus,10.4547,-0.4154
cereus,18.0919,-0.2643
cereus,15.8215,0.2826
cereus,8.1147,0.4576
cereus,6.0284,-0.0557
cereus,8.647,0.3314
cereus,16.839,-0.0223
cereus,14.3769,-0.4399
cereus,20.3565,-0.2977
cereus,8.4933,0.0218
cereus,14.824,-0.2104
cereus,19.0976,0.1317
cereus,11.7653,0.4546
cereus,19.8032,0.1098
cereus,7.5865,-0.1857
cereus,20.7216,0.4513
cereus,18.5513,0.3217
cereus,5.6765,0.4663
cereus,12.0107,0.2339
cereus,9.0181,0.2368
cereus,6.9333,-0.1735
cereus,5.3649,0.3605
cereus,18.2318,0.3999
cereus,17.0853,0.3911
cereus,14.5247,0.0828
cereus,15.5621,-0.2474
cereus,5.9854,-0.3861
cereus,5.539,-0.4276
cereus,4.8595,0.295
cereus,19.9321,0.4767
cereus,13.1212,0.0796
cereus,6.2043,0.0842
cereus,12.3364,-0.3007
cereus,12.5055,-0.3563
cereus,18.5128,0.0365
cereus,5.0296,0.1087
cereus,13.8094,-0.0592
cereus,12.1136,0.2936
cereus,12.8116,0.2924
cereus,21.0905,-0.0267
cereus,6.5547,-0.2865
cereus,13.6705,-0.0993
cereus,15.6382,-0.0293
cereus,9.8192,0.3105
cereus,7.2365,0.3727
cereus,20.0418,-0.3873
cereus,7.1047,0.3678
cereus,12.9882,0.4891
cereus,15.4039,-0.4463
cereus,8.6072,0.2707
cereus,15.3921,-0.1708
cereus,7.7128,0.3617
cereus,10.3654,0.3227
cereus,8.5441,-0.0048
cereus,4.9125,-0.3257
cereus,8.9023,-0.3286
cereus,6.4911,0.0654
cereus,4.6387,0.3792
cereus,10.2265,0.4056
cereus,21.8832,-0.1616
cereus,7.8897,-0.1522
cereus,15.0507,-0.4646
cereus,14.7446,0.2325
cereus,11.5544,-0.4693
cereus,8.8387,0.064
cereus,11.5352,0.2828
cereus,19.2094,-0.4913
cereus,14.3287,-0.3044
cereus,13.7503,0.4851
cereus,22.0483,0.483
cereus,12.6292,-0.0551
cereus,14.6684,0.338
cereus,18.5971,0.2672
cereus,13.7167,0.4601
cereus,17.2368,0.3889
cereus,10.0897,0.0625
cereus,7.228,0.3104
cereus,15.8859,-0.4847
cereus,10.1198,0.1465
cereus,12.2704,-0.1321
cereus,12.4959,-0.3892
cereus,23.0847,0.0767
cereus,13.1136,-0.2064
cereus,15.1543,0.2037
cereus,6.9895,0.333
cereus,22.152,-0.3362
cereus,8.2104,0.0072
cereus,7.1745,0.2199
cereus,12.2169,-0.2556
cereus,23.9193,-0.0767
cereus,10.6599,-0.1813
cereus,19.8121,-0.1062
cereus,9.616,-0.1946
cereus,18.6711,-0.0437
cereus,14.85,-0.0838
cereus,6.4601,0.4683
cereus,17.994,-0.1141
cereus,11.1101,-0.0442
cereus,11.3273,0.1052
cereus,16.0501,-0.3044
cereus,5.7767,-0.3899
cereus,14.3418,-0.005
cereus,23.2258,-0.2004
cereus,19.2668,-0.2038
cereus,18.775,-0.4637
cereus,18.7146,-0.1645
cereus,15.8737,0.3945
cereus,14.2785,-0.0641
cereus,8.2997,0.0099
cereus,18.7214,0.3043
cereus,5.7002,-0.0253
cereus,9.4081,-0.4256
cereus,12.3847,-0.3644
cereus,4.9281,0.2722
cereus,15.9696,-0.34
cereus,8.8073,-0.3835
cereus,14.1358,0.1377
cereus,9.7046,0.1986
cereus,14.4519,0.2322
cereus,9.9733,-0.0696
cereus,6.7466,-0.4633
cereus,14.2514,0.0028
cereus,9.3531,0.2869
cereus,17.0871,0.2281
cereus,5.9507,0.0526
cereus,8.8279,-0.2724
cereus,17.5198,-0.2696
cereus,15.4282,0.3314
cereus,15.5535,0.1978
cereus,7.3083,-0.2734
cereus,5.7803,0.4929
cereus,5.9123,-0.4493
cereus,18.1563,0.0313
cereus,7.6142,-0.2282
cereus,8.8939,0.4424
cereus,19.2307,-0.3761
cereus,6.0801,0.1678
cereus,15.3084,0.0921
cereus,8.2911,-0.4063
cereus,5.1442,0.2253
cereus,11.668,0.3957
cereus,8.8889,0.3398
cereus,18.7502,-0.3859
cereus,9.1933,-0.377
cereus,11.4691,0.0095
cereus,15.9566,-0.1859
cereus,16.1286,-0.2257
cereus,19.7161,-0.1753
cereus,15.8527,0.0052
cereus,18.0941,0.0323
cereus,10.6669,-0.1443
cereus,4.8274,-0.1691
cereus,15.5362,0.1922
cereus,4.4971,0.4375
cereus,20.2395,0.1243
cereus,15.9616,-0.4267
cereus,9.2581,0.4398
cereus,6.7413,0.255
cereus,16.6463,-0.4487
cereus,10.4482,-0.4313
cereus,4.7897,0.4021
cereus,6.0562,0.3514
cereus,17.4976,0.4219
cereus,9.5807,-0.497
cereus,6.7647,0.2722
cereus,11.0874,0.2346
cereus,9.0008,0.4925
cereus,9.8229,0.1208
cereus,17.8653,-0.4562
cereus,14.3653,0.2367
cereus,6.4703,-0.3165
cereus,11.5928,-0.1358
cereus,14.091,-0.4246
cereus,18.9044,-0.4653
cereus,6.3162,0.2112
cereus,4.2062,0.1088
cereus,9.7426,0.4822
cereus,20.1277,-0.3441
cereus,14.4925,0.497
cereus,18.9733,-0.0371
cereus,6.6963,0.496
cereus,5.2253,-0.4493
cereus,14.7999,-0.3245
cereus,18.2399,-0.0104
cereus,6.3199,0.3496
cereus,7.2196,-0.2263
cereus,11.1478,0.0544
cereus,5.7789,-0.3892
cereus,20.0207,0.424
cereus,10.5551,-0.0101
cereus,8.9843,-0.2638
cereus,6.479,0.2214
cereus,17.3702,0.1271
cereus,2.7799,-0.3115
cereus,9.8346,0.1686
cereus,14.8331,0.1015
cereus,18.5392,0.3374
cereus,7.3766,0.1832
cereus,8.4968,0.0045
cereus,4.7368,0.173
cereus,11.8778,-0.3718
cereus,15.506,0.1767
cereus,5.175,0.0155
cereus,18.7493,-0.1869
cereus,13.7489,0.4007
cereus,15.9993,-0.1913
cereus,13.7653,-0.3807
cereus,17.1858,-0.3712
cereus,18.7237,-0.4387
cereus,13.2684,-0.4333
cereus,11.0573,0.2596
cereus,9.8424,0.12
cereus,17.0111,-0.2984
cereus,16.7819,-0.1288
cereus,13.484,0.0996
cereus,14.8589,0.0268
cereus,9.2519,-0.4149
cereus,17.729,-0.4138
cereus,10.5502,0.3393
cereus,11.2915,0.3941
cereus,7.2583,0.1605
cereus,12.9898,0.3334
cereus,11.4414,-0.1664
cereus,19.8598,-0.2066
cereus,8.7557,-0.379
cereus,7.9208,0.0674
cereus,2.933,-0.4064
cereus,21.7257,-0.3335
cereus,15.8155,-0.4535
cereus,4.8515,0.3803
cereus,8.7063,0.0166
cereus,1.783,-0.0349
cereus,15.6339,0.4262
cereus,25.0301,-0.4233
cereus,11.8967,0.2752
cereus,11.0993,-0.2049
cereus,17.9694,0.3948
cereus,2.7296,0.0522
cereus,19.2005,-0.1802
cereus,11.1015,-0.0681
cereus,7.5254,-0.4614
cereus,18.3197,0.0229
cereus,12.4963,0.2905
cereus,11.4647,-0.4186
cereus,16.0051,0.365
cereus,18.7665,0.4264
cereus,8.1792,-0.3403
cereus,24.7836,0.0393
cereus,6.8476,0.0329
cereus,17.3621,-0.3691
cereus,22.1273,-0.2471
cereus,17.2355,0.4859
cereus,21.3911,0.3018
cereus,7.9652,0.4144
cereus,16.2425,-0.3223
cereus,11.0145,-0.1024
cereus,15.3107,-0.205
cereus,9.7456,-0.3946
cereus,10.9289,-0.1051
cereus,15.6008,0.3832
cereus,10.1769,0.497
cereus,16.875,0.0955
cereus,16.9064,0.0556
cereus,10.3031,0.1115
cereus,14.2959,0.1272
cereus,18.4678,-0.0609
cereus,15.4326,0.2127
cereus,7.4313,-0.3049
cereus,10.5788,0.4809
cereus,21.9433,0.0443
cereus,21.802,-0.499
cereus,8.5063,-0.3977
cereus,26.1805,0.4231
cereus,14.1978,-0.0194
cereus,9.7199,-0.1412
cereus,16.129,-0.0666
cereus,8.2319,0.3315
cereus,5.5481,0.1791
cereus,7.4895,0.0944
cereus,17.9798,0.2103
cereus,5.9921,-0.4969
cereus,11.751,-0.0323
cereus,4.8026,0.0971
cereus,7.0932,0.3257
cereus,17.0466,-0.25
cereus,13.2197,-0.0454
cereus,11.6501,0.1782
cereus,12.8916,0.397
cereus,5.963,0.2028
cereus,14.0364,-0.3048
cereus,6.9919,-0.348
cereus,11.0825,-0.2019
cereus,17.1888,0.3489
cereus,6.6471,-0.4024
cereus,7.3315,-0.2919
cereus,21.8106,0.248
cereus,21.6088,-0.3822
cereus,13.0742,-0.3621
cereus,9.1439,0.4435
cereus,12.988,-0.0232
cereus,12.6845,0.1362
cereus,17.2939,-0.432
cereus,14.107,-0.313
cereus,6.2262,0.4636
cereus,17.3991,-0.1293
cereus,12.9829,0.3388
cereus,10.3909,-0.142
cereus,8.3207,0.4479
cereus,5.9614,0.0593
cereus,7.2009,0.1545
cereus,19.42,-0.1153
cereus,17.0658,-0.1518
cereus,23.9229,0.1034
cereus,15.8897,0.1255
cereus,16.7265,-0.04
cereus,17.7042,0.015
cereus,11.1223,-0.1527
cereus,7.5108,-0.119
cereus,6.7878,0.209
cereus,11.605,0.1703
cereus,8.6546,0.4755
cereus,13.5798,0.1283
cereus,11.4784,-0.2432
cereus,12.1051,0.1752
cereus,15.4966,0.2533
cereus,11.2157,-0.4486
cereus,21.9029,-0.0022
cereus,10.5318,0.1589
cereus,10.6829,-0.42
cereus,9.2248,0.2749
cereus,5.8629,-0.4182
cereus,6.5907,0.1968
cereus,4.1168,0.417
cereus,14.3016,0.3874
cereus,6.0943,-0.224
cereus,17.6512,-0.1737
cereus,7.6258,-0.0392
cereus,13.341,-0.2984
cereus,16.4639,0.0415
cereus,7.6313,-0.233
cereus,5.534,0.3629
cereus,4.8294,0.1916
cereus,12.7656,-0.4861
cereus,7.0494,-0.4821
cereus,16.7302,0.2409
cereus,12.6513,-0.0904
cereus,12.0957,0.2959
cereus,8.3981,0.237
cereus,15.082,0.4703
cereus,24.9439,-0.2421
cereus,9.5085,0.2636
cereus,18.4947,0.1973
cereus,7.0911,-0.4101
cereus,13.7584,0.2005
cereus,12.2398,-0.0708
cereus,6.9471,0.11
cereus,14.4814,-0.4909
cereus,12.7123,-0.139
cereus,12.2723,0.2886
cereus,7.0549,0.1872
cereus,13.4832,0.3008
cereus,11.0637,0.3756
cereus,23.084,0.0358
cereus,6.7346,0.2578
cereus,9.8132,0.2604
cereus,8.4123,-0.0092
cereus,10.3326,-0.4669
cereus,7.8618,0.2078
cereus,14.5647,0.3713
cereus,10.1121,0.0573
cereus,11.528,0.3473
cereus,11.161,0.1009
cereus,4.8711,-0.162
cereus,20.4545,0.1811
cereus,7.672,0.1129
cereus,17.3373,-0.2897
cereus,24.1293,0.2598
cereus,4.5113,0.3942
cereus,4.6446,0.4781
cereus,22.0707,0.3411
cereus,5.7508,-0.4414
cereus,4.5396,-0.2869
cereus,14.2339,-0.1956
cereus,19.2922,0.2347
cereus,12.1052,0.4122
cereus,10.0416,0.2607
cereus,15.5147,-0.1604
cereus,17.4224,-0.3962
cereus,10.3356,0.4953
cereus,7.4696,-0.1006
cereus,18.0206,0.3692
cereus,16.3724,-0.3762
cereus,16.9754,0.3292
cereus,12.7828,0.4894
cereus,14.7345,0.4448
cereus,14.6707,-0.3016
cereus,18.6924,-0.48
cereus,20.9924,-0.3465
cereus,19.818,-0.4135
cereus,18.2972,-0.3264
cereus,4.3584,-0.0643
cereus,15.6956,-0.464
cereus,7.0938,0.1129
cereus,15.1427,-0.251
cereus,11.2345,0.2241
cereus,17.964,0.0339
cereus,7.1891,0.1027
cereus,11.2686,-0.2338
cereus,14.244,0.0888
cereus,17.4978,0.082
cereus,4.6694,0.2653
cereus,9.6079,0.2044
cereus,18.3015,0.3896
cereus,9.3878,-0.217
cereus,11.9218,0.3678
cereus,2.7751,-0.2267
cereus,13.8312,0.2258
cereus,8.6936,0.4476
cereus,6.4744,-0.1917
cereus,7.4368,-0.1383
cereus,18.3856,-0.062
cereus,23.3316,-0.3244
cereus,8.2144,-0.0395
cereus,8.1117,-0.3352
cereus,12.4796,0.038
cereus,9.2392,0.4616
cereus,6.8574,-0.266
cereus,7.8416,0.2536
cereus,11.1529,0.1571
cereus,13.3577,0.2619
cereus,8.8646,-0.2329
cereus,15.2799,0.2338
cereus,11.8968,0.1134
cereus,8.9207,-0.22
cereus,23.358,-0.1843
cereus,19.987,-0.104
cereus,5.1656,0.3709
cereus,8.6867,-0.0556
cereus,18.095,-0.4808
cereus,10.2093,-0.4117
cereus,13.5081,0.0824
cereus,14.1556,0.2511
cereus,15.9279,-0.1586
cereus,3.0735,0.3014
cereus,7.9025,-0.4706
cereus,18.4092,-0.1866
cereus,13.814,0.15
cereus,16.5765,0.2248
cereus,4.7483,0.0932
cereus,18.4712,0.4895
cereus,18.466,0.0956
cereus,7.5718,-0.4852
cereus,14.3979,-0.0407
cereus,5.6752,0.3458
cereus,5.8941,0.1798
cereus,6.7849,0.2669
cereus,5.6143,0.1512
cereus,5.8714,0.3562
cereus,11.6051,-0.3402
cereus,4.4911,-0.0067
cereus,9.3681,0.12
cereus,17.7081,-0.1031
cereus,13.1205,0.0352
cereus,11.9009,0.3163
cereus,17.6934,0.3486
cereus,8.4225,0.3202
cereus,11.7181,-0.4374
cereus,9.8646,0.3217
cereus,12.5934,-0.2122
cereus,13.6562,-0.045
cereus,7.5986,-0.4513
cereus,17.338,0.3641
cereus,14.7436,0.4563
cereus,7.9528,-0.1554
cereus,21.3136,0.1073
cereus,15.0959,-0.0431
cereus,5.6462,0.4172
cereus,14.0486,-0.219
cereus,15.7356,-0.1283
cereus,12.3879,0.2297
cereus,13.363,0.1802
cereus,21.2268,-0.0227
cereus,16.6321,-0.4057
cereus,9.5406,0.2278
cereus,7.9566,0.2409
cereus,10.6449,-0.2284
cereus,10.9785,0.2341
cereus,12.7344,0.0493
cereus,19.885,0.1135
cereus,12.2691,0.033
cereus,20.9146,0.2082
cereus,6.04,-0.3995
cereus,15.3116,-0.0051
cereus,7.365,0.3936
cereus,13.801,-0.2373
cereus,21.1799,-0.4627
cereus,13.9659,0.4463
cereus,6.6681,0.402
cereus,10.6077,-0.1432
cereus,14.0792,-0.261
cereus,18.3069,-0.4075
cereus,9.4994,-0.4234
cereus,7.1702,-0.1909
cereus,17.9193,-0.4919
cereus,7.0045,0.0026
cereus,15.9111,0.0801
cereus,18.5799,0.3841
cereus,10.918,-0.3491
cereus,19.8308,0.0525
cereus,18.8498,-0.0944
cereus,10.9185,0.3014
cereus,17.3246,0.115
cereus,17.0542,-0.1119
cereus,14.0139,0.3586
cereus,12.5741,-0.1035
cereus,23.8201,-0.3359
cereus,5.9269,-0.4697
cereus,10.1202,0.4458
cereus,17.7058,0.333
cereus,11.8826,0.0084
cereus,9.2338,-0.3796
cereus,13.0398,0.2563
cereus,9.1607,-0.3587
cereus,5.6376,0.1619
cereus,19.3381,0.4562
cereus,7.2441,0.3716
cereus,16.8531,-0.1273
cereus,22.1556,0.1743
cereus,17.6203,-0.2999
cereus,16.6601,0.3692
cereus,18.6787,0.1873
cereus,7.575,0.3976
cereus,15.1556,-0.4866
cereus,18.8756,0.3552
cereus,17.5433,-0.4978
cereus,10.9903,0.1147
cereus,20.8401,-0.1611
cereus,4.7548,0.327
cereus,22.1303,0.3067
cereus,17.5349,-0.1678
cereus,5.9125,0.0404
cereus,22.0629,0.0404
cereus,7.7808,0.4978
cereus,14.3966,0.2491
cereus,5.4082,0.3154
cereus,23.0719,0.2186
cereus,6.4558,0.1924
cereus,17.4524,-0.3514
cereus,4.7221,-0.1609
cereus,26.0568,-0.1666
cereus,19.9172,0.1452
cereus,15.2856,-0.0121
cereus,17.0638,-0.4653
cereus,9.207,-0.3292
cereus,13.8866,-0.3341
cereus,17.9107,0.2997
cereus,7.9059,0.369
cereus,18.2595,-0.2536
cereus,15.727,-0.1604
cereus,13.459,0.25
cereus,10.0089,-0.3978
cereus,15.5658,-0.4329
cereus,7.5947,-0.4174
cereus,14.6687,-0.2135
cereus,8.3086,-0.283
cereus,15.3869,-0.3612
cereus,15.0478,-0.1425
cereus,14.2042,0.1459
cereus,15.2132,-0.4003
cereus,9.4627,-0.1866
cereus,14.6963,-0.0883
cereus,12.3704,-0.2865
cereus,14.6238,-0.2845
cereus,11.0845,-0.0256
cereus,7.9233,0.058
cereus,14.8596,-0.2098
cereus,9.3602,-0.0885
cereus,21.8394,-0.1977
cereus,19.6573,0.3447
cereus,14.973,-0.211
cereus,8.0291,0.01
cereus,5.0437,-0.3416
cereus,13.5205,-0.1446
cereus,7.8097,-0.2304
cereus,17.2309,0.2074
cereus,9.0663,-0.2923
cereus,19.2179,-0.1611
cereus,10.8127,-0.1872
cereus,17.8595,0.0002
cereus,18.5028,-0.1259
cereus,16.3081,-0.2924
cereus,7.8063,0.1924
cereus,17.8876,0.1965
cereus,16.448,-0.4817
cereus,8.5226,0.3614
cereus,13.5297,0.2417
cereus,6.5966,0.3417
cereus,17.525,0.3646
cereus,7.3216,-0.416
cereus,7.0968,0.0767
cereus,17.1282,0.0718
cereus,3.881,-0.0133
cereus,7.7556,-0.4353
cereus,18.5342,0.0385
cereus,7.064,-0.1827
cereus,4.4092,0.1875
cereus,13.6647,0.2795
cereus,4.4709,-0.2824
cereus,16.3586,0.3991
cereus,6.9089,0.0001
cereus,4.7832,-0.2125
cereus,5.0842,-0.0585
cereus,19.6069,-0.2632
cereus,6.3116,-0.2894
cereus,13.4413,0.4159
cereus,9.4256,0.4193
cereus,4.574,-0.0253
cereus,11.4758,-0.2845
cereus,22.2467,0.0236
cereus,8.1355,0.408
cereus,14.384,0.3786
cereus,16.5666,-0.2281
cereus,13.5455,-0.4183
cereus,4.2038,-0.2993
cereus,16.8115,0.1665
cereus,21.1237,0.1328
cereus,10.6255,-0.2844
cereus,5.9458,0.3852
cereus,8.0985,0.4718
cereus,11.7314,0.2104
cereus,14.6992,0.0696
cereus,7.5067,-0.3988
cereus,13.1286,0.1467
cereus,10.7105,-0.312
cereus,19.2282,0.1258
cereus,7.8554,0.2235
cereus,5.7659,0.0031
cereus,11.2851,0.0714
cereus,21.8595,0.3095
cereus,14.6704,-0.3452
cereus,5.7057,-0.1186
cereus,11.4596,-0.1893
cereus,21.2125,0.0217
cereus,6.7691,0.3825
cereus,19.275,-0.1548
cereus,8.4119,0.1609
cereus,2.6921,0.2688
cereus,19.3069,0.0663
cereus,11.1396,0.4428
cereus,9.0426,-0.0667
cereus,10.7494,-0.4291
cereus,14.1311,0.0989
cereus,14.1585,-0.4738
cereus,11.6415,-0.114
