marker,group,condition,x,density
IL2,ILC3,+,0.0073,0.00123
IL2,ILC3,+,0.0384,0.00152
IL2,ILC3,+,0.0694,0.00186
IL2,ILC3,+,0.1005,0.00228
IL2,ILC3,+,0.1315,0.00277
IL2,ILC3,+,0.1626,0.00336
IL2,ILC3,+,0.1936,0.00406
IL2,ILC3,+,0.2247,0.00489
IL2,ILC3,+,0.2557,0.00586
IL2,ILC3,+,0.2868,0.007
IL2,ILC3,+,0.3178,0.00833
IL2,ILC3,+,0.3489,0.00987
IL2,ILC3,+,0.3799,0.01165
IL2,ILC3,+,0.411,0.01369
IL2,ILC3,+,0.442,0.01604
IL2,ILC3,+,0.4731,0.01872
IL2,ILC3,+,0.5041,0.02176
IL2,ILC3,+,0.5352,0.02519
IL2,ILC3,+,0.5662,0.02906
IL2,ILC3,+,0.5973,0.03339
IL2,ILC3,+,0.6283,0.03821
IL2,ILC3,+,0.6594,0.04357
IL2,ILC3,+,0.6904,0.04949
IL2,ILC3,+,0.7215,0.05599
IL2,ILC3,+,0.7525,0.0631
IL2,ILC3,+,0.7836,0.07085
IL2,ILC3,+,0.8146,0.07924
IL2,ILC3,+,0.8457,0.08829
IL2,ILC3,+,0.8767,0.09799
IL2,ILC3,+,0.9078,0.10833
IL2,ILC3,+,0.9388,0.11932
IL2,ILC3,+,0.9699,0.13091
IL2,ILC3,+,1.0009,0.14309
IL2,ILC3,+,1.032,0.1558
IL2,ILC3,+,1.063,0.169
IL2,ILC3,+,1.0941,0.18262
IL2,ILC3,+,1.1251,0.1966
IL2,ILC3,+,1.1562,0.21086
IL2,ILC3,+,1.1872,0.22532
IL2,ILC3,+,1.2183,0.23988
IL2,ILC3,+,1.2493,0.25446
IL2,ILC3,+,1.2804,0.26895
IL2,ILC3,+,1.3114,0.28327
IL2,ILC3,+,1.3425,0.29733
IL2,ILC3,+,1.3735,0.31104
IL2,ILC3,+,1.4046,0.32431
IL2,ILC3,+,1.4356,0.3371
IL2,ILC3,+,1.4667,0.34934
IL2,ILC3,+,1.4977,0.36101
IL2,ILC3,+,1.5288,0.37209
IL2,ILC3,+,1.5598,0.38258
IL2,ILC3,+,1.5909,0.39253
IL2,ILC3,+,1.6219,0.40199
IL2,ILC3,+,1.653,0.41103
IL2,ILC3,+,1.684,0.41976
IL2,ILC3,+,1.7151,0.42832
IL2,ILC3,+,1.7461,0.43685
IL2,ILC3,+,1.7772,0.44551
IL2,ILC3,+,1.8082,0.45449
IL2,ILC3,+,1.8393,0.46396
IL2,ILC3,+,1.8703,0.4741
IL2,ILC3,+,1.9014,0.48509
IL2,ILC3,+,1.9324,0.49709
IL2,ILC3,+,1.9635,0.51023
IL2,ILC3,+,1.9945,0.52461
IL2,ILC3,+,2.0256,0.54028
IL2,ILC3,+,2.0566,0.55727
IL2,ILC3,+,2.0877,0.57552
IL2,ILC3,+,2.1187,0.59495
IL2,ILC3,+,2.1498,0.61538
IL2,ILC3,+,2.1808,0.6366
IL2,ILC3,+,2.2119,0.65832
IL2,ILC3,+,2.2429,0.6802
IL2,ILC3,+,2.274,0.70187
IL2,ILC3,+,2.305,0.72289
IL2,ILC3,+,2.3361,0.74282
IL2,ILC3,+,2.3671,0.76119
IL2,ILC3,+,2.3982,0.77754
IL2,ILC3,+,2.4292,0.79144
IL2,ILC3,+,2.4603,0.80248
IL2,ILC3,+,2.4913,0.81031
IL2,ILC3,+,2.5224,0.81466
IL2,ILC3,+,2.5534,0.81535
IL2,ILC3,+,2.5845,0.8123
IL2,ILC3,+,2.6155,0.80556
IL2,ILC3,+,2.6466,0.79532
IL2,ILC3,+,2.6776,0.78188
IL2,ILC3,+,2.7087,0.76571
IL2,ILC3,+,2.7397,0.74742
IL2,ILC3,+,2.7708,0.72772
IL2,ILC3,+,2.8018,0.70748
IL2,ILC3,+,2.8329,0.68761
IL2,ILC3,+,2.8639,0.6691
IL2,ILC3,+,2.895,0.65294
IL2,ILC3,+,2.926,0.64005
IL2,ILC3,+,2.9571,0.63127
IL2,ILC3,+,2.9881,0.62724
IL2,ILC3,+,3.0192,0.62837
IL2,ILC3,+,3.0502,0.63479
IL2,ILC3,+,3.0813,0.64628
IL2,ILC3,+,3.1123,0.66228
IL2,ILC3,+,3.1434,0.68184
IL2,ILC3,+,3.1744,0.70373
IL2,ILC3,+,3.2055,0.72641
IL2,ILC3,+,3.2365,0.74818
IL2,ILC3,+,3.2676,0.76724
IL2,ILC3,+,3.2986,0.78184
IL2,ILC3,+,3.3297,0.7904
IL2,ILC3,+,3.3607,0.79159
IL2,ILC3,+,3.3918,0.7845
IL2,ILC3,+,3.4228,0.76862
IL2,ILC3,+,3.4539,0.74396
IL2,ILC3,+,3.4849,0.71099
IL2,ILC3,+,3.516,0.67064
IL2,ILC3,+,3.547,0.62419
IL2,ILC3,+,3.5781,0.57322
IL2,ILC3,+,3.6091,0.51946
IL2,ILC3,+,3.6402,0.46471
IL2,ILC3,+,3.6712,0.41071
IL2,ILC3,+,3.7023,0.35907
IL2,ILC3,+,3.7333,0.31118
IL2,ILC3,+,3.7644,0.26819
IL2,ILC3,+,3.7954,0.23098
IL2,ILC3,+,3.8265,0.20014
IL2,ILC3,+,3.8575,0.17605
IL2,ILC3,+,3.8886,0.15884
IL2,ILC3,+,3.9196,0.14847
IL2,ILC3,+,3.9507,0.14478
IL2,ILC3,+,3.9817,0.14747
IL2,ILC3,+,4.0128,0.15618
IL2,ILC3,+,4.0438,0.17049
IL2,ILC3,+,4.0749,0.18991
IL2,ILC3,+,4.1059,0.2139
IL2,ILC3,+,4.137,0.24187
IL2,ILC3,+,4.168,0.27317
IL2,ILC3,+,4.1991,0.30706
IL2,ILC3,+,4.2301,0.34276
IL2,ILC3,+,4.2612,0.37939
IL2,ILC3,+,4.2922,0.41604
IL2,ILC3,+,4.3233,0.45175
IL2,ILC3,+,4.3543,0.48554
IL2,ILC3,+,4.3854,0.51645
IL2,ILC3,+,4.4164,0.54358
IL2,ILC3,+,4.4475,0.56609
IL2,ILC3,+,4.4785,0.58328
IL2,ILC3,+,4.5096,0.59462
IL2,ILC3,+,4.5406,0.59973
IL2,ILC3,+,4.5717,0.59845
IL2,ILC3,+,4.6027,0.59081
IL2,ILC3,+,4.6338,0.57705
IL2,ILC3,+,4.6648,0.55761
IL2,ILC3,+,4.6959,0.53309
IL2,ILC3,+,4.7269,0.50421
IL2,ILC3,+,4.758,0.47182
IL2,ILC3,+,4.789,0.4368
IL2,ILC3,+,4.8201,0.40008
IL2,ILC3,+,4.8511,0.36253
IL2,ILC3,+,4.8822,0.32501
IL2,ILC3,+,4.9132,0.28827
IL2,ILC3,+,4.9443,0.25296
IL2,ILC3,+,4.9753,0.21961
IL2,ILC3,+,5.0064,0.18862
IL2,ILC3,+,5.0374,0.16028
IL2,ILC3,+,5.0685,0.13475
IL2,ILC3,+,5.0995,0.11207
IL2,ILC3,+,5.1306,0.09222
IL2,ILC3,+,5.1616,0.07508
IL2,ILC3,+,5.1927,0.06047
IL2,ILC3,+,5.2237,0.04819
IL2,ILC3,+,5.2548,0.03799
IL2,ILC3,+,5.2858,0.02963
IL2,ILC3,+,5.3169,0.02286
IL2,ILC3,+,5.3479,0.01745
IL2,ILC3,+,5.379,0.01318
IL2,ILC3,+,5.41,0.00985
IL2,ILC3,+,5.4411,0.00728
IL2,ILC3,+,5.4721,0.00533
IL2,ILC3,+,5.5032,0.00385
IL2,ILC3,+,5.5342,0.00276
IL2,ILC3,+,5.5653,0.00195
IL2,ILC3,+,5.5963,0.00137
IL2,ILC3,+,5.6274,0.00095
IL2,ILC3,+,5.6584,0.00065
IL2,ILC3,+,5.6895,0.00044
IL2,ILC3,+,5.7205,0.0003
IL2,ILC3,+,5.7516,0.0002
IL2,ILC3,+,5.7826,0.00013
IL2,ILC3,+,5.8137,8e-05
IL2,ILC3,+,5.8447,5e-05
IL2,ILC3,+,5.8758,3e-05
IL2,ILC3,+,5.9068,2e-05
IL2,ILC3,+,5.9379,1e-05
IL2,ILC3,+,5.9689,1e-05
IL2,ILC3,+,6.0,1e-05
IL2,ILC2,−,-0.8,0.00034
IL2,ILC2,−,-0.7689,0.00043
IL2,ILC2,−,-0.7379,0.00053
IL2,ILC2,−,-0.7068,0.00065
IL2,ILC2,−,-0.6758,0.00079
IL2,ILC2,−,-0.6447,0.00097
IL2,ILC2,−,-0.6137,0.00118
IL2,ILC2,−,-0.5826,0.00143
IL2,ILC2,−,-0.5516,0.00173
IL2,ILC2,−,-0.5205,0.00208
IL2,ILC2,−,-0.4895,0.00249
IL2,ILC2,−,-0.4584,0.00297
IL2,ILC2,−,-0.4274,0.00353
IL2,ILC2,−,-0.3963,0.00419
IL2,ILC2,−,-0.3653,0.00494
IL2,ILC2,−,-0.3342,0.00581
IL2,ILC2,−,-0.3032,0.0068
IL2,ILC2,−,-0.2721,0.00793
IL2,ILC2,−,-0.2411,0.00922
IL2,ILC2,−,-0.21,0.01067
IL2,ILC2,−,-0.179,0.01231
IL2,ILC2,−,-0.1479,0.01414
IL2,ILC2,−,-0.1169,0.01619
IL2,ILC2,−,-0.0858,0.01846
IL2,ILC2,−,-0.0548,0.02097
IL2,ILC2,−,-0.0237,0.02374
IL2,ILC2,−,0.0073,0.02677
IL2,ILC2,−,0.0384,0.03008
IL2,ILC2,−,0.0694,0.03367
IL2,ILC2,−,0.1005,0.03755
IL2,ILC2,−,0.1315,0.04172
IL2,ILC2,−,0.1626,0.04619
IL2,ILC2,−,0.1936,0.05096
IL2,ILC2,−,0.2247,0.05602
IL2,ILC2,−,0.2557,0.06137
IL2,ILC2,−,0.2868,0.06699
IL2,ILC2,−,0.3178,0.07288
IL2,ILC2,−,0.3489,0.07902
IL2,ILC2,−,0.3799,0.0854
IL2,ILC2,−,0.411,0.09199
IL2,ILC2,−,0.442,0.09877
IL2,ILC2,−,0.4731,0.10573
IL2,ILC2,−,0.5041,0.11284
IL2,ILC2,−,0.5352,0.12008
IL2,ILC2,−,0.5662,0.12743
IL2,ILC2,−,0.5973,0.13487
IL2,ILC2,−,0.6283,0.14238
IL2,ILC2,−,0.6594,0.14994
IL2,ILC2,−,0.6904,0.15755
IL2,ILC2,−,0.7215,0.16519
IL2,ILC2,−,0.7525,0.17287
IL2,ILC2,−,0.7836,0.18059
IL2,ILC2,−,0.8146,0.18835
IL2,ILC2,−,0.8457,0.19617
IL2,ILC2,−,0.8767,0.20406
IL2,ILC2,−,0.9078,0.21205
IL2,ILC2,−,0.9388,0.22016
IL2,ILC2,−,0.9699,0.22842
IL2,ILC2,−,1.0009,0.23686
IL2,ILC2,−,1.032,0.24552
IL2,ILC2,−,1.063,0.25443
IL2,ILC2,−,1.0941,0.26362
IL2,ILC2,−,1.1251,0.27313
IL2,ILC2,−,1.1562,0.28296
IL2,ILC2,−,1.1872,0.29315
IL2,ILC2,−,1.2183,0.30371
IL2,ILC2,−,1.2493,0.31463
IL2,ILC2,−,1.2804,0.3259
IL2,ILC2,−,1.3114,0.33752
IL2,ILC2,−,1.3425,0.34944
IL2,ILC2,−,1.3735,0.36161
IL2,ILC2,−,1.4046,0.37399
IL2,ILC2,−,1.4356,0.38649
IL2,ILC2,−,1.4667,0.39904
IL2,ILC2,−,1.4977,0.41153
IL2,ILC2,−,1.5288,0.42387
IL2,ILC2,−,1.5598,0.43593
IL2,ILC2,−,1.5909,0.44759
IL2,ILC2,−,1.6219,0.45873
IL2,ILC2,−,1.653,0.46922
IL2,ILC2,−,1.684,0.47895
IL2,ILC2,−,1.7151,0.48781
IL2,ILC2,−,1.7461,0.49571
IL2,ILC2,−,1.7772,0.50257
IL2,ILC2,−,1.8082,0.50836
IL2,ILC2,−,1.8393,0.51307
IL2,ILC2,−,1.8703,0.51675
IL2,ILC2,−,1.9014,0.51948
IL2,ILC2,−,1.9324,0.52137
IL2,ILC2,−,1.9635,0.5226
IL2,ILC2,−,1.9945,0.52332
IL2,ILC2,−,2.0256,0.52372
IL2,ILC2,−,2.0566,0.52395
IL2,ILC2,−,2.0877,0.52408
IL2,ILC2,−,2.1187,0.52412
IL2,ILC2,−,2.1498,0.52395
IL2,ILC2,−,2.1808,0.52331
IL2,ILC2,−,2.2119,0.52184
IL2,ILC2,−,2.2429,0.51906
IL2,ILC2,−,2.274,0.51442
IL2,ILC2,−,2.305,0.50737
IL2,ILC2,−,2.3361,0.49742
IL2,ILC2,−,2.3671,0.48418
IL2,ILC2,−,2.3982,0.46745
IL2,ILC2,−,2.4292,0.44726
IL2,ILC2,−,2.4603,0.42384
IL2,ILC2,−,2.4913,0.39766
IL2,ILC2,−,2.5224,0.36936
IL2,ILC2,−,2.5534,0.33969
IL2,ILC2,−,2.5845,0.30946
IL2,ILC2,−,2.6155,0.27944
IL2,ILC2,−,2.6466,0.25033
IL2,ILC2,−,2.6776,0.22271
IL2,ILC2,−,2.7087,0.19699
IL2,ILC2,−,2.7397,0.17344
IL2,ILC2,−,2.7708,0.15218
IL2,ILC2,−,2.8018,0.1332
IL2,ILC2,−,2.8329,0.11639
IL2,ILC2,−,2.8639,0.10161
IL2,ILC2,−,2.895,0.08864
IL2,ILC2,−,2.926,0.07729
IL2,ILC2,−,2.9571,0.06734
IL2,ILC2,−,2.9881,0.05863
IL2,ILC2,−,3.0192,0.05097
IL2,ILC2,−,3.0502,0.04425
IL2,ILC2,−,3.0813,0.03833
IL2,ILC2,−,3.1123,0.03312
IL2,ILC2,−,3.1434,0.02854
IL2,ILC2,−,3.1744,0.02452
IL2,ILC2,−,3.2055,0.02099
IL2,ILC2,−,3.2365,0.01791
IL2,ILC2,−,3.2676,0.01523
IL2,ILC2,−,3.2986,0.0129
IL2,ILC2,−,3.3297,0.01089
IL2,ILC2,−,3.3607,0.00916
IL2,ILC2,−,3.3918,0.00767
IL2,ILC2,−,3.4228,0.0064
IL2,ILC2,−,3.4539,0.00532
IL2,ILC2,−,3.4849,0.0044
IL2,ILC2,−,3.516,0.00363
IL2,ILC2,−,3.547,0.00298
IL2,ILC2,−,3.5781,0.00244
IL2,ILC2,−,3.6091,0.00199
IL2,ILC2,−,3.6402,0.00162
IL2,ILC2,−,3.6712,0.00131
IL2,ILC2,−,3.7023,0.00105
IL2,ILC2,−,3.7333,0.00085
IL2,ILC2,−,3.7644,0.00068
IL2,ILC2,−,3.7954,0.00054
IL2,ILC2,−,3.8265,0.00043
IL2,ILC2,−,3.8575,0.00034
IL2,ILC2,−,3.8886,0.00027
IL2,ILC2,−,3.9196,0.00021
IL2,ILC2,−,3.9507,0.00016
IL2,ILC2,−,3.9817,0.00013
IL2,ILC2,−,4.0128,0.0001
IL2,ILC2,−,4.0438,8e-05
IL2,ILC2,−,4.0749,6e-05
IL2,ILC2,−,4.1059,4e-05
IL2,ILC2,−,4.137,3e-05
IL2,ILC2,−,4.168,3e-05
IL2,ILC2,−,4.1991,2e-05
IL2,ILC2,−,4.2301,1e-05
IL2,ILC2,−,4.2612,1e-05
IL2,ILC2,−,4.2922,1e-05
IL2,ILC2,−,4.3233,1e-05
IL2,ILC2,−,4.3543,0.0
IL2,ILC2,−,4.3854,0.0
IL2,ILC2,−,4.4164,0.0
IL2,ILC2,−,4.4475,0.0
IL2,ILC2,−,4.4785,0.0
IL2,ILC2,−,4.5096,0.0
IL2,ILC2,−,4.5406,0.0
IL2,ILC2,−,4.5717,0.0
IL2,ILC2,−,4.6027,0.0
IL2,ILC2,−,4.6338,0.0
IL2,ILC2,−,4.6648,0.0
IL2,ILC2,−,4.6959,0.0
IL2,ILC2,−,4.7269,0.0
IL2,ILC2,−,4.758,0.0
IL2,ILC2,−,4.789,0.0
IL2,ILC2,−,4.8201,0.0
IL2,ILC2,−,4.8511,0.0
IL2,ILC2,−,4.8822,0.0
IL2,ILC2,−,4.9132,0.0
IL2,ILC2,−,4.9443,0.0
IL2,ILC2,−,4.9753,0.0
IL2,ILC2,−,5.0064,0.0
IL2,ILC2,−,5.0374,0.0
IL2,ILC2,−,5.0685,0.0
IL2,ILC2,−,5.0995,0.0
IL2,ILC2,−,5.1306,0.0
IL2,ILC2,−,5.1616,0.0
IL2,ILC2,−,5.1927,0.0
IL2,ILC2,−,5.2237,0.0
IL2,ILC2,−,5.2548,0.0
IL2,ILC2,−,5.2858,0.0
IL2,ILC2,−,5.3169,0.0
IL2,ILC2,−,5.3479,0.0
IL2,ILC2,−,5.379,0.0
IL2,ILC2,−,5.41,0.0
IL2,ILC2,−,5.4411,0.0
IL2,ILC2,−,5.4721,0.0
IL2,ILC2,−,5.5032,0.0
IL2,ILC2,−,5.5342,0.0
IL2,ILC2,−,5.5653,0.0
IL2,ILC2,−,5.5963,0.0
IL2,ILC2,−,5.6274,0.0
IL2,ILC2,−,5.6584,0.0
IL2,ILC2,−,5.6895,0.0
IL2,ILC2,−,5.7205,0.0
IL2,ILC2,−,5.7516,0.0
IL2,ILC2,−,5.7826,0.0
IL2,ILC2,−,5.8137,0.0
IL2,ILC2,−,5.8447,0.0
IL2,ILC2,−,5.8758,0.0
IL2,ILC2,−,5.9068,0.0
IL2,ILC2,−,5.9379,0.0
IL2,ILC2,−,5.9689,0.0
IL2,ILC2,−,6.0,0.0
IL2,ILC2,+,-0.8,0.0
IL2,ILC2,+,-0.7689,0.0
IL2,ILC2,+,-0.7379,0.0
IL2,ILC2,+,-0.7068,0.0
IL2,ILC2,+,-0.6758,0.0
IL2,ILC2,+,-0.6447,0.0
IL2,ILC2,+,-0.6137,0.0
IL2,ILC2,+,-0.5826,0.0
IL2,ILC2,+,-0.5516,0.0
IL2,ILC2,+,-0.5205,0.0
IL2,ILC2,+,-0.4895,0.0
IL2,ILC2,+,-0.4584,0.0
IL2,ILC2,+,-0.4274,0.0
IL2,ILC2,+,-0.3963,0.0
IL2,ILC2,+,-0.3653,0.0
IL2,ILC2,+,-0.3342,0.0
IL2,ILC2,+,-0.3032,0.0
IL2,ILC2,+,-0.2721,0.0
IL2,ILC2,+,-0.2411,0.0
IL2,ILC2,+,-0.21,0.0
IL2,ILC2,+,-0.179,0.0
IL2,ILC2,+,-0.1479,0.0
IL2,ILC2,+,-0.1169,0.0
IL2,ILC2,+,-0.0858,0.0
IL2,ILC2,+,-0.0548,0.0
IL2,ILC2,+,-0.0237,0.0
IL2,ILC2,+,0.0073,0.0
IL2,ILC2,+,0.0384,0.0
IL2,ILC2,+,0.0694,0.0
IL2,ILC2,+,0.1005,0.0
IL2,ILC2,+,0.1315,0.0
IL2,ILC2,+,0.1626,0.0
IL2,ILC2,+,0.1936,0.0
IL2,ILC2,+,0.2247,0.0
IL2,ILC2,+,0.2557,0.0
IL2,ILC2,+,0.2868,0.0
IL2,ILC2,+,0.3178,0.0
IL2,ILC2,+,0.3489,0.0
IL2,ILC2,+,0.3799,0.0
IL2,ILC2,+,0.411,0.0
IL2,ILC2,+,0.442,0.0
IL2,ILC2,+,0.4731,0.0
IL2,ILC2,+,0.5041,0.0
IL2,ILC2,+,0.5352,0.0
IL2,ILC2,+,0.5662,0.0
IL2,ILC2,+,0.5973,0.0
IL2,ILC2,+,0.6283,0.0
IL2,ILC2,+,0.6594,0.0
IL2,ILC2,+,0.6904,0.0
IL2,ILC2,+,0.7215,0.0
IL2,ILC2,+,0.7525,0.0
IL2,ILC2,+,0.7836,0.0
IL2,ILC2,+,0.8146,0.0
IL2,ILC2,+,0.8457,0.0
IL2,ILC2,+,0.8767,0.0
IL2,ILC2,+,0.9078,0.0
IL2,ILC2,+,0.9388,0.0
IL2,ILC2,+,0.9699,0.0
IL2,ILC2,+,1.0009,0.0
IL2,ILC2,+,1.032,0.0
IL2,ILC2,+,1.063,0.0
IL2,ILC2,+,1.0941,0.0
IL2,ILC2,+,1.1251,0.0
IL2,ILC2,+,1.1562,0.0
IL2,ILC2,+,1.1872,0.0
IL2,ILC2,+,1.2183,0.0
IL2,ILC2,+,1.2493,0.0
IL2,ILC2,+,1.2804,0.0
IL2,ILC2,+,1.3114,0.0
IL2,ILC2,+,1.3425,0.0
IL2,ILC2,+,1.3735,1e-05
IL2,ILC2,+,1.4046,1e-05
IL2,ILC2,+,1.4356,2e-05
IL2,ILC2,+,1.4667,3e-05
IL2,ILC2,+,1.4977,6e-05
IL2,ILC2,+,1.5288,9e-05
IL2,ILC2,+,1.5598,0.00015
IL2,ILC2,+,1.5909,0.00023
IL2,ILC2,+,1.6219,0.00036
IL2,ILC2,+,1.653,0.00055
IL2,ILC2,+,1.684,0.00084
IL2,ILC2,+,1.7151,0.00124
IL2,ILC2,+,1.7461,0.00182
IL2,ILC2,+,1.7772,0.00263
IL2,ILC2,+,1.8082,0.00374
IL2,ILC2,+,1.8393,0.00523
IL2,ILC2,+,1.8703,0.00721
IL2,ILC2,+,1.9014,0.00979
IL2,ILC2,+,1.9324,0.01309
IL2,ILC2,+,1.9635,0.01723
IL2,ILC2,+,1.9945,0.02233
IL2,ILC2,+,2.0256,0.02851
IL2,ILC2,+,2.0566,0.03585
IL2,ILC2,+,2.0877,0.0444
IL2,ILC2,+,2.1187,0.05415
IL2,ILC2,+,2.1498,0.06505
IL2,ILC2,+,2.1808,0.07698
IL2,ILC2,+,2.2119,0.08973
IL2,ILC2,+,2.2429,0.10305
IL2,ILC2,+,2.274,0.11659
IL2,ILC2,+,2.305,0.12998
IL2,ILC2,+,2.3361,0.14282
IL2,ILC2,+,2.3671,0.15468
IL2,ILC2,+,2.3982,0.16517
IL2,ILC2,+,2.4292,0.17394
IL2,ILC2,+,2.4603,0.18073
IL2,ILC2,+,2.4913,0.18535
IL2,ILC2,+,2.5224,0.18774
IL2,ILC2,+,2.5534,0.18795
IL2,ILC2,+,2.5845,0.18613
IL2,ILC2,+,2.6155,0.18254
IL2,ILC2,+,2.6466,0.17753
IL2,ILC2,+,2.6776,0.17148
IL2,ILC2,+,2.7087,0.16479
IL2,ILC2,+,2.7397,0.15789
IL2,ILC2,+,2.7708,0.15113
IL2,ILC2,+,2.8018,0.14485
IL2,ILC2,+,2.8329,0.13929
IL2,ILC2,+,2.8639,0.1346
IL2,ILC2,+,2.895,0.13088
IL2,ILC2,+,2.926,0.12813
IL2,ILC2,+,2.9571,0.12627
IL2,ILC2,+,2.9881,0.12518
IL2,ILC2,+,3.0192,0.12468
IL2,ILC2,+,3.0502,0.12459
IL2,ILC2,+,3.0813,0.12468
IL2,ILC2,+,3.1123,0.12476
IL2,ILC2,+,3.1434,0.12464
IL2,ILC2,+,3.1744,0.12415
IL2,ILC2,+,3.2055,0.12316
IL2,ILC2,+,3.2365,0.12157
IL2,ILC2,+,3.2676,0.11931
IL2,ILC2,+,3.2986,0.11637
IL2,ILC2,+,3.3297,0.11273
IL2,ILC2,+,3.3607,0.10845
IL2,ILC2,+,3.3918,0.10358
IL2,ILC2,+,3.4228,0.09819
IL2,ILC2,+,3.4539,0.09238
IL2,ILC2,+,3.4849,0.08626
IL2,ILC2,+,3.516,0.07994
IL2,ILC2,+,3.547,0.07351
IL2,ILC2,+,3.5781,0.06709
IL2,ILC2,+,3.6091,0.06078
IL2,ILC2,+,3.6402,0.05466
IL2,ILC2,+,3.6712,0.04882
IL2,ILC2,+,3.7023,0.04332
IL2,ILC2,+,3.7333,0.03823
IL2,ILC2,+,3.7644,0.03359
IL2,ILC2,+,3.7954,0.02944
IL2,ILC2,+,3.8265,0.02581
IL2,ILC2,+,3.8575,0.02273
IL2,ILC2,+,3.8886,0.02023
IL2,ILC2,+,3.9196,0.01833
IL2,ILC2,+,3.9507,0.01706
IL2,ILC2,+,3.9817,0.01644
IL2,ILC2,+,4.0128,0.01652
IL2,ILC2,+,4.0438,0.01734
IL2,ILC2,+,4.0749,0.01896
IL2,ILC2,+,4.1059,0.02144
IL2,ILC2,+,4.137,0.02486
IL2,ILC2,+,4.168,0.0293
IL2,ILC2,+,4.1991,0.03486
IL2,ILC2,+,4.2301,0.04163
IL2,ILC2,+,4.2612,0.0497
IL2,ILC2,+,4.2922,0.05917
IL2,ILC2,+,4.3233,0.07011
IL2,ILC2,+,4.3543,0.0826
IL2,ILC2,+,4.3854,0.09668
IL2,ILC2,+,4.4164,0.11237
IL2,ILC2,+,4.4475,0.12965
IL2,ILC2,+,4.4785,0.14847
IL2,ILC2,+,4.5096,0.16872
IL2,ILC2,+,4.5406,0.19026
IL2,ILC2,+,4.5717,0.21288
IL2,ILC2,+,4.6027,0.23634
IL2,ILC2,+,4.6338,0.26033
IL2,ILC2,+,4.6648,0.28452
IL2,ILC2,+,4.6959,0.30853
IL2,ILC2,+,4.7269,0.33194
IL2,ILC2,+,4.758,0.35432
IL2,ILC2,+,4.789,0.37526
IL2,ILC2,+,4.8201,0.39431
IL2,ILC2,+,4.8511,0.41109
IL2,ILC2,+,4.8822,0.42522
IL2,ILC2,+,4.9132,0.43639
IL2,ILC2,+,4.9443,0.44434
IL2,ILC2,+,4.9753,0.44888
IL2,ILC2,+,5.0064,0.44993
IL2,ILC2,+,5.0374,0.44743
IL2,ILC2,+,5.0685,0.44147
IL2,ILC2,+,5.0995,0.43216
IL2,ILC2,+,5.1306,0.41974
IL2,ILC2,+,5.1616,0.40448
IL2,ILC2,+,5.1927,0.38672
IL2,ILC2,+,5.2237,0.36684
IL2,ILC2,+,5.2548,0.34525
IL2,ILC2,+,5.2858,0.32239
IL2,ILC2,+,5.3169,0.29868
IL2,ILC2,+,5.3479,0.27454
IL2,ILC2,+,5.379,0.25038
IL2,ILC2,+,5.41,0.22655
IL2,ILC2,+,5.4411,0.20339
IL2,ILC2,+,5.4721,0.18116
IL2,ILC2,+,5.5032,0.16009
IL2,ILC2,+,5.5342,0.14037
IL2,ILC2,+,5.5653,0.12211
IL2,ILC2,+,5.5963,0.10539
IL2,ILC2,+,5.6274,0.09025
IL2,ILC2,+,5.6584,0.07668
IL2,ILC2,+,5.6895,0.06464
IL2,ILC2,+,5.7205,0.05406
IL2,ILC2,+,5.7516,0.04486
IL2,ILC2,+,5.7826,0.03693
IL2,ILC2,+,5.8137,0.03017
IL2,ILC2,+,5.8447,0.02445
IL2,ILC2,+,5.8758,0.01966
IL2,ILC2,+,5.9068,0.01568
IL2,ILC2,+,5.9379,0.01241
IL2,ILC2,+,5.9689,0.00975
IL2,ILC2,+,6.0,0.0076
IL2,cILC1,−,-0.8,0.0006
IL2,cILC1,−,-0.7689,0.00075
IL2,cILC1,−,-0.7379,0.00092
IL2,cILC1,−,-0.7068,0.00114
IL2,cILC1,−,-0.6758,0.00139
IL2,cILC1,−,-0.6447,0.0017
IL2,cILC1,−,-0.6137,0.00207
IL2,cILC1,−,-0.5826,0.00251
IL2,cILC1,−,-0.5516,0.00303
IL2,cILC1,−,-0.5205,0.00365
IL2,cILC1,−,-0.4895,0.00437
IL2,cILC1,−,-0.4584,0.00522
IL2,cILC1,−,-0.4274,0.0062
IL2,cILC1,−,-0.3963,0.00735
IL2,cILC1,−,-0.3653,0.00867
IL2,cILC1,−,-0.3342,0.01019
IL2,cILC1,−,-0.3032,0.01193
IL2,cILC1,−,-0.2721,0.01392
IL2,cILC1,−,-0.2411,0.01618
IL2,cILC1,−,-0.21,0.01873
IL2,cILC1,−,-0.179,0.0216
IL2,cILC1,−,-0.1479,0.02482
IL2,cILC1,−,-0.1169,0.02841
IL2,cILC1,−,-0.0858,0.0324
IL2,cILC1,−,-0.0548,0.03681
IL2,cILC1,−,-0.0237,0.04167
IL2,cILC1,−,0.0073,0.04699
IL2,cILC1,−,0.0384,0.05279
IL2,cILC1,−,0.0694,0.05909
IL2,cILC1,−,0.1005,0.0659
IL2,cILC1,−,0.1315,0.07322
IL2,cILC1,−,0.1626,0.08107
IL2,cILC1,−,0.1936,0.08944
IL2,cILC1,−,0.2247,0.09832
IL2,cILC1,−,0.2557,0.1077
IL2,cILC1,−,0.2868,0.11757
IL2,cILC1,−,0.3178,0.12791
